,entity,label,occurrences
686,Sebastian Kurz,PERSON,5
687,16.06.2020,CARDINAL,5
688,2008,DATE,5
689,six months,DATE,5
690,Microsoft,ORG,5
691,12,CARDINAL,5
692,25.02.2021,CARDINAL,5
693,11 million,CARDINAL,5
694,Three,CARDINAL,5
695,Amnesty International,ORG,5
696,Mecca,GPE,5
697,Communist Party,ORG,5
698,60 years,DATE,5
699,Rohingya,ORG,5
700,26.02.2021,CARDINAL,5
701,West Africa,GPE,5
702,Ugur Sahin,PERSON,5
703,Black Friday,EVENT,5
704,16.12.2020,DATE,5
705,Thai,NORP,5
706,10 million,CARDINAL,5
707,autumn,DATE,5
708,D.C.,GPE,5
709,the European Parliament,ORG,5
710,Milan,GPE,5
711,South Africa′s,NORP,5
712,Congress,ORG,5
713,18.02.2020,CARDINAL,5
714,18.03.2020,DATE,5
715,27.11.2020,CARDINAL,5
716,VW,ORG,5
717,Liberia,GPE,5
718,New Year,EVENT,5
719,- Germany's,GPE,5
720,17.11.2020,CARDINAL,5
721,Finnish,NORP,5
722,Palestinian,NORP,5
723,Deutsche Bank,ORG,5
724,Russians,NORP,5
725,27.06.2020,CARDINAL,5
726,Ecuador,GPE,5
727,European Union,ORG,5
728,26.03.2021,CARDINAL,5
729,TB,ORG,5
730,Riyadh,GPE,5
731,23.10.2020,DATE,5
732,21.12.2020,DATE,5
733,18.11.2020,CARDINAL,5
734,the West Bank,GPE,5
735,Joachim Löw,PERSON,5
736,Peter Limbourg,PERSON,5
737,Bergamo,GPE,5
738,Naples,GPE,5
739,Dubai,GPE,5
740,Second,ORDINAL,5
741,30.06.2020,CARDINAL,5
742,one day,DATE,5
743,US Senate,ORG,4
744,Senate,ORG,4
745,Burundi,GPE,4
746,East Asia,LOC,4
747,Egyptian,NORP,4
748,Scottish,NORP,4
749,Media,ORG,4
750,13.02.2021,CARDINAL,4
751,20,CARDINAL,4
752,Will Germany,GPE,4
753,Göttingen,ORG,4
754,50,CARDINAL,4
755,US Navy,ORG,4
756,Nollywood,ORG,4
757,May 2020,DATE,4
758,Buchenwald,GPE,4
759,Erdogan,PERSON,4
760,Victoria,GPE,4
761,YouTube,ORG,4
762,IMF,ORG,4
763,28.11.2020,CARDINAL,4
764,Twitter,PRODUCT,4
765,The United Kingdom,GPE,4
766,Fabian Schmidt,PERSON,4
767,four months,DATE,4
768,USA,GPE,4
769,Inside Europe,WORK_OF_ART,4
770,more than 100,CARDINAL,4
771,La Liga,ORG,4
772,Merkel,ORG,4
773,Aleksandar Vucic,PERSON,4
774,14.09.2020,CARDINAL,4
775,Latin American,NORP,4
776,3D,ORG,4
777,Bethlehem,GPE,4
778,the World Bank,ORG,4
779,Bernd Riegert,ORG,4
780,160,CARDINAL,4
781,Moria,GPE,4
782,30.10.2020,DATE,4
783,Croatian,NORP,4
784,three weeks,DATE,4
785,01.07.2016,CARDINAL,4
786,Bremen,GPE,4
787,20.04.2020,DATE,4
788,Beethoven,PERSON,4
789,Belgrade,GPE,4
790,East Asian,NORP,4
791,New Delhi's,GPE,4
792,Islam,ORG,4
793,Middle East,LOC,4
794,the night,TIME,4
795,North Macedonia,GPE,4
796,30,CARDINAL,4
797,Christoph Strack,PRODUCT,4
798,20.10.2020,CARDINAL,4
799,North Sea,LOC,4
800,16.12.2020,CARDINAL,4
801,17.09.2020,CARDINAL,4
802,Detroit,GPE,4
803,Montenegro,GPE,4
804,Idlib,ORG,4
805,14.04.2020,CARDINAL,4
806,Guatemala,GPE,4
807,Joshua Kimmich,PERSON,4
808,New Zealand's,GPE,4
809,NBA,ORG,4
810,1.3 billion,CARDINAL,4
811,Mallorca,ORG,4
812,Tyrol,ORG,4
813,28.02.2020,CARDINAL,4
814,95%,PERCENT,4
815,mosques,FAC,4
816,Germanwings,PERSON,4
817,Bulgarian,NORP,4
818,Speech Award,PERSON,4
819,the European Union's,ORG,4
820,€750-billion,MONEY,4
821,09.05.2020,CARDINAL,4
822,March 2020,DATE,4
823,a quarter,DATE,4
824,Toilet,ORG,4
825,James,PERSON,4
826,13.08.2020,CARDINAL,4
827,60%,PERCENT,4
828,Iranians,NORP,4
829,"8,000",CARDINAL,4
830,26.07.2020,CARDINAL,4
