,text
592,"['mrna', 'technology', 'could', 'soon', 'used', 'fight', 'cancer', 'vaccine', 'scientist', 'say', 'national', 'biontech', 'profile', 'grown', 'pandemic', 'value', 'providing', 'fund', 'company', 'use', 'pursue', 'original', 'goal', 'developing', 'new', 'tool', 'cancer']"
593,"['pfizer', 'biontech', 'file', 'emergency', 'use', 'authorization', 'vaccine', 'friday', 'pfizer', 'development', 'partner', 'biontech', 'filed', 'emergency', 'use', 'authorization', 'fda', 'yahoo', 'finance', 'anjalee', 'khemlani', 'break', 'news']"
594,"['dw', 'business', 'europe', 'america', 'economy', 'finance', 'news', 'german', 'perspective', 'dw', 'france', 'reopens', 'border', 'uk', 'trade', 'disruption', 'biontech', 'ceo', 'vaccine', 'work', 'variant', 'apple', 'reportedly', 'entering', 'electric', 'car', 'market']"
595,"['biontech', 'buy', 'new', 'plant', 'boost', 'production', 'potential', 'coronavirus', 'vaccine', 'cnn', 'german', 'pharmaceutical', 'company', 'biontech', 'currently', 'developing', 'possible', 'vaccine', 'novel', 'coronavirus', 'together', 'u', 'drug', 'giant', 'pfizer', 'announced', 'thursday', 'buying', 'new', 'production', 'plant', 'order', 'drastically', 'increase', 'production', 'capacity']"
596,"['biontech', 'covid', 'vaccine', 'triumph', 'innovation', 'immigration', 'pharmaceutical', 'industry', 'guardian', 'pioneered', 'couple', 'significance', 'exceeds', 'practical', 'value']"
597,"['biontech', 'vaccine', 'inventor', 'receive', 'knight', 'cross', 'economy', 'finance', 'news', 'german', 'perspective', 'dw', 'özlem', 'türeci', 'ugur', 'sahin', 'awarded', 'high', 'honor', 'contributing', 'containment', 'coronavirus', 'pandemic', 'biontech', 'founder', 'feel', 'uncomfortable', 'cult', 'status', 'germany']"
598,"['pfizer', 'join', 'vaccine', 'scheme', 'source', 'pfizer', 'biontech', 'agreed', 'supply', 'shot', 'world', 'health', 'organization', 'covax', 'vaccine', 'scheme', 'aimed', 'country', 'according', 'two', 'source', 'familiar', 'deal', 'said', 'expected', 'announced', 'friday', 'scheme', 'set', 'last', 'year', 'result', 'concern', 'poorer', 'nation', 'would', 'lose', 'rich', 'country', 'scrambled', 'secure', 'vaccine', 'citizen', 'pfizer', 'biontech', 'vaccine', 'would', 'covax', 'second', 'astrazeneca', 'detail', 'size', 'deal', 'price', 'covax', 'would', 'pay', 'immediately', 'clear', 'source', 'said', 'allotment', 'dos', 'would', 'likely', 'relatively', 'small', 'one', 'source', 'say', 'limited', 'dos', 'primarily', 'meant', 'healthcare', 'worker', 'covax', 'country', 'pfizer', 'shot', 'also', 'complicated', 'transport', 'store', 'requiring', 'freezer', 'may', 'practical', 'poorer', 'country', 'hot', 'climate', 'reuters', 'reported', 'wednesday', 'plan', 'approve', 'several', 'vaccine', 'western', 'chinese', 'manufacturer', 'coming', 'week', 'updated', 'forecast', 'published', 'thursday', 'covax', 'said', 'planned', 'deliver', 'nearly', '2', 'billion', 'dos', '92', 'country', 'year', 'covering', 'quarter', 'population', 'covax', 'scheme', 'set', 'start', 'distributing', 'vaccine', 'next', 'month', 'ukraine', 'said', 'earlier', 'thursday', 'first', 'delivery', 'dos', 'covax', 'scheme', 'could', 'arrive', 'first', 'half', 'february']"
599,"['virus', 'today', 'pfizer', 'say', 'vaccine', 'work', 'variant', 'happening', 'friday', 'pandemic', 'three', 'thing', 'know', 'today', 'new', 'research', 'suggests', 'vaccine', 'made', 'pfizer', 'biontech', 'still', 'work']"
600,"['vaccine', 'likely', 'available', 'asia', 'reuters', 'regulator', 'asia', 'weighing', 'approval', 'vaccine', 'developed', 'pfizer', 'inc', 'partner', 'biontech', 'se', 'moderna', 'inc', 'astrazeneca', 'plc', 'nation', 'expect', 'get', 'significant', 'supply', 'initially']"
601,"['britain', 'start', 'rolling', 'vaccine', 'sb', 'news', 'britain', 'start', 'rolling', 'vaccine', 'developed', 'pfizer', 'biontech', 'week', 'first', 'western', 'country', 'begin', 'vaccinating']"
602,"['navajo', 'nation', 'new', 'orleans', 'challenge', 'arise', 'vaccine', 'roll', 'reuters', 'space', 'tribal', 'nation', 'urban', 'hospital', 'emergency', 'room', 'doctor', 'nurse', 'delivery', 'people', 'wrestling', 'challenge', 'pfizer', 'biontech', 'vaccine', 'including', 'delay', 'anxiety', 'keeping', 'drug', 'right']"
603,"['coronavirus', 'vaccine', 'priority', 'list', 'jab', 'could', 'return', 'uk', 'normal', 'easter', 'mirror', 'online', 'pfizer', 'biontech', 'said', 'vaccine', 'currently', 'trial', '90', 'effective', 'leading', 'hope', 'first', 'brit', 'could', 'inoculated', 'end', 'year']"
604,"['10', 'thing', 'need', 'know', 'today', 'december', '24', '2020', 'trump', 'wednesday', 'issued', 'second', 'wave', 'pardon', 'clemency', '29', 'people', 'including', 'former', 'campaign', 'manager', 'paul', 'manafort', 'republican', 'operative', 'roger', 'stone', 'charles', 'kushner', 'ivanka', 'trump', 'people', 'received', 'pardon', 'three', 'got', 'commuted', 'sentence', 'manafort', 'stone', 'longtime', 'trump', 'political', 'confidant', 'convicted', 'part', 'federal', 'investigation', 'russian', 'interference', '2016', 'presidential', 'election', 'manafort', 'sentenced', 'seven', 'year', 'bank', 'tax', 'fraud', 'crime', 'released', 'home', 'confinement', 'may', 'due', 'coronavirus', 'concern', 'stone', 'charged', 'lying', 'congress', 'trump', 'commuted', 'sentence', 'july', 'charles', 'kushner', 'jared', 'kushner', 'father', 'served', 'two', 'year', 'tax', 'fraud', 'witness', 'tampering', 'npr', 'new', 'york', 'time', 'trump', 'wednesday', 'followed', 'vow', 'veto', 'annual', 'defense', 'bill', 'saying', 'would', 'put', 'interest', 'washington', 'establishment', 'american', 'people', 'trump', 'also', 'criticized', 'provision', 'bill', 'would', 'let', 'military', 'remove', 'name', 'confederate', 'leader', 'military', 'base', 'senate', 'house', 'approved', 'legislation', 'bipartisan', 'majority', 'signaling', 'congress', 'could', 'respond', 'overriding', 'trump', 'first', 'time', 'presidency', 'anticipation', 'veto', 'lawmaker', 'scheduled', 'return', 'holiday', 'break', 'meet', 'next', 'week', 'vote', 'potentially', 'override', 'trump', 'would', 'hope', 'would', 'able', 'override', 'veto', 'jim', 'inhofe', 'chair', 'senate', 'armed', 'service', 'committee', 'said', 'last', 'weekend', 'washington', 'post', 'new', 'york', 'time', 'wednesday', 'agreed', 'provide', 'united', 'state', 'another', '100', 'million', 'dos', 'coronavirus', 'vaccine', 'developed', 'german', 'partner', 'biontech', 'deal', 'reached', 'negotiation', 'trump', 'administration', 'double', 'order', 'providing', 'enough', 'vaccine', '100', 'million', 'people', 'federal', 'government', 'pay', 'billion', 'extra', 'supply', 'dos', 'delivered', 'july', 'deal', 'wo', 'increase', 'number', 'people', 'get', 'pfizer', 'vaccine', 'next', 'month', 'help', 'prevent', 'shortage', 'come', 'summer', 'pfizer', 'moderna', 'also', 'started', 'shipping', 'vaccine', 'supply', 'government', 'combined', '400', 'million', 'dos', 'enough', '200', 'million', 'american', 'far', 'million', 'people', 'infected', 'virus', 'nearly', 'died', 'washington', 'post', 'scrambled', 'wednesday', 'salvage', '900', 'billion', 'coronavirus', 'relief', 'package', 'president', 'trump', 'slammed', 'disgrace', 'filled', 'spending', 'unrelated', 'pandemic', 'demanded', 'lawmaker', 'increase', 'stimulus', 'check', 'individual', '600', 'trump', 'suggestion', 'would', 'sign', 'legislation', 'without', 'revision', 'threw', 'future', 'doubt', 'many', 'american', 'stand', 'lose', 'extra', 'unemployment', 'benefit', 'week', 'relief', 'package', 'also', 'tied', 'trillion', 'spending', 'deal', 'needed', 'avert', 'government', 'shutdown', 'congressional', 'democrat', 'tried', 'month', 'push', 'dollar', 'relief', 'package', 'calling', 'trump', 'bluff', 'moving', 'thursday', 'christmas', 'eve', 'propose', 'bill', 'provide', 'stimulus', 'check', 'new', 'york', 'time', 'general', 'william', 'barr', 'ended', 'final', 'day', 'job', 'farewell', 'note', 'saying', 'great', 'honor', 'serve', 'role', 'barr', 'first', 'held', 'job', 'president', 'george', 'bush', 'barr', 'thanked', 'dedicated', 'staff', 'department', 'said', 'risen', 'meet', 'historic', 'challenge', 'uphold', 'vital', 'mission', 'enforce', 'rule', 'law', 'barr', 'long', 'considered', 'one', 'president', 'trump', 'closest', 'ally', 'rift', 'seemingly', 'grew', 'two', 'recent', 'week', 'barr', 'buy', 'trump', 'effort', 'overturn', 'presidential', 'election', 'trump', 'announced', 'month', 'barr', 'would', 'leaving', 'departure', 'come', 'trump', 'continues', 'push', 'republican', 'somehow', 'reverse', 'election', 'defeat', 'week', 'ahead', 'joe', 'biden', 'inauguration', 'cbs', 'news', 'new', 'york', 'post', 'federal', 'government', 'released', 'flurry', 'fresh', 'economic', 'data', 'wednesday', 'boosted', 'fear', 'economic', 'recovery', 'faltering', 'coronavirus', 'case', 'hospitalization', 'death', 'surged', 'consumer', 'cut', 'spending', 'last', 'month', 'percent', 'commerce', 'department', 'reported', 'drop', 'first', 'seven', 'month', 'came', 'burst', 'shopping', 'summer', 'spending', 'dropped', 'service', 'including', 'restaurant', 'meal', 'good', 'including', 'car', 'appliance', 'item', 'household', 'income', 'also', 'fell', 'losing', 'percent', 'third', 'decline', 'four', 'month', 'new', 'application', 'unemployment', 'benefit', 'retreated', 'high', 'remained', 'elevated', 'labor', 'department', 'reported', 'people', 'filed', 'initial', 'jobless', 'claim', 'last', 'week', 'revised', 'prior', 'week', 'wall', 'street', 'journal', 'provincial', 'court', 'pakistan', 'thursday', 'ordered', 'release', 'ahmed', 'omar', 'saeed', 'sheikh', 'man', 'convicted', '2002', 'mastermind', 'kidnapping', 'murder', 'wall', 'street', 'journal', 'reporter', 'daniel', 'pearl', 'sindh', 'high', 'court', 'karachi', 'set', 'aside', 'sheikh', 'death', 'sentence', 'april', 'downgraded', 'conviction', 'terrorism', 'kidnapping', 'murder', 'lesser', 'crime', 'kidnapping', 'carry', 'maximum', 'sentence', 'seven', 'year', 'sheikh', 'served', '18', 'year', 'eligible', 'release', 'court', 'overturned', 'conviction', 'three', 'accomplice', 'sentenced', 'life', 'prison', 'pearl', 'family', 'appealing', 'sheikh', 'acquittal', 'murder', 'charge', 'pakistani', 'authority', 'used', 'emergency', 'detention', 'power', 'keep', 'sheikh', 'three', 'others', 'prison', 'associated', 'press', 'wall', 'street', 'journal', 'attacked', 'village', 'western', 'region', 'ethiopia', 'wednesday', 'killing', '100', 'people', 'ethiopian', 'human', 'right', 'commission', 'said', 'area', 'plagued', 'ethnic', 'violence', 'several', 'ethnic', 'group', 'live', 'region', 'including', 'gumuz', 'people', 'recent', 'year', 'gomuz', 'complained', 'farmer', 'businessmen', 'moved', 'neighboring', 'amhara', 'region', 'taken', 'fertile', 'land', 'amhara', 'leader', 'claim', 'land', 'rightfully', 'belongs', 'ethiopia', 'africa', 'second', 'populous', 'country', 'plagued', 'violence', 'area', 'since', 'prime', 'minister', 'abiy', 'ahmed', 'appointed', '2018', 'intensified', 'push', 'democratic', 'reform', 'reuters', 'ohio', 'mayor', 'andrew', 'ginther', 'wednesday', 'called', 'firing', 'police', 'officer', 'adam', 'coy', 'fatally', 'shot', 'unarmed', 'black', 'man', 'andre', 'hill', 'tuesday', 'city', 'council', 'president', 'shannon', 'hardin', 'called', 'coy', 'arrested', 'calling', 'hill', 'death', 'unjustified', 'killing', 'coy', 'white', 'responded', 'call', 'man', 'sitting', 'inside', 'car', 'repeatedly', 'turning', 'footage', 'showed', 'coy', 'shot', 'hill', '47', 'le', '10', 'second', 'encounter', 'several', 'minute', 'elapsed', 'officer', 'female', 'officer', 'rendered', 'aid', 'coy', 'failed', 'activate', 'body', 'camera', 'shooting', 'look', 'back', 'feature', 'recorded', 'video', 'audio', '60', 'second', 'activated', 'coy', 'already', 'facing', 'disciplinary', 'charge', 'could', 'lead', 'firing', 'columbus', 'dispatch', 'npr', 'nba', 'postponed', 'houston', 'rocket', 'wednesday', 'season', 'opener', 'oklahoma', 'city', 'thunder', 'rocket', 'lacked', 'eight', 'available', 'player', 'required', 'basketball', 'league', 'team', 'left', 'shorthanded', 'three', 'player', 'returned', 'positive', 'inconclusive', 'coronavirus', 'test', 'four', 'others', 'quarantined', 'nba', 'contact', 'tracing', 'protocol', 'another', 'player', 'chris', 'clemons', 'available', 'due', 'injury', 'rocket', 'star', 'james', 'harden', 'unavailable', 'due', 'violation', 'health', 'safety', 'protocol', 'based', 'video', 'published', 'black', 'sport', 'online', 'showing', 'maskless', 'houston', 'club', 'league', 'said', 'harden', 'also', 'fined', 'houston', 'next', 'scheduled', 'game', 'saturday', 'portland', 'trail', 'blazer', 'espn', 'story', 'two', 'trump', 'pardon', 'may', 'set', 'precedent', 'letting', 'trump', 'campaign', 'hook', 'would', 'actually', 'happen', 'trump', 'tried', 'law', 'idea', '7', 'cartoon', 'america', 'covid', 'christmas']"
605,"['pfizer', 'biontech', 'covid', 'vaccine', '95', 'effective', 'seek', 'authorization', 'within', 'day', 'rt', 'world', 'news', 'pfizer', 'biontech', 'announced', 'coronavirus', 'vaccine', '95', 'percent', 'effective', 'preventing', 'infection', 'serious', 'safety', 'concern', 'combined', 'company', 'plan', 'seek', 'approval', 'regulator', 'within', 'day']"
606,"['pfizer', 'first', 'coronavirus', 'vaccine', 'dos', 'arrive', 'uk', 'day', 'fox', 'news', 'amid', 'breaking', 'news', 'early', 'wednesday', 'granting', 'emergency', 'approval', 'pfizer', 'biontech', 'coronavirus', 'vaccine', 'company', 'geared', 'deliver', 'dos', 'immediately']"
607,"['factbox', 'company', 'developing', 'mrna', 'treatment', 'vaccine', 'reuters', 'united', 'state', 'cleared', 'use', 'vaccine', 'using', 'messenger', 'rna', 'mrna', 'create', 'immune', 'response', 'moderna', 'inc', 'partner', 'biontech', 'se', 'pfizer', 'inc', 'boosting', 'confidence', 'novel', 'technology']"
608,"['israel', 'share', 'coronavirus', 'vaccine', 'data', 'pfizer', 'help', 'rollout', 'national', 'israeli', 'began', 'receiving', 'first', 'shot', 'vaccine', 'developed', 'pfizer', 'german', 'partner', 'biontech', '19', 'one', 'world', 'fastest', 'vaccination', 'rollouts']"
609,"['following', 'biden', 'announced', 'victory', 'dow', 'jones', 'highest', 'closing', 'day', 'since', 'february', 'market', 'positive', 'performance', 'also', 'came', 'pfizer', 'german', 'partner', 'biontech', 'stated', 'vaccine', 'preventing', '90', 'percent', 'infection']"
610,"['dw', 'business', 'international', 'economy', 'finance', 'news', 'german', 'perspective', 'dw', 'biontech', 'publishes', 'strong', 'data', 'vaccine', 'eu', 'impose', 'tariff', 'u', 'subsidy', 'boeing', 'uvc', 'technology', 'could', 'help', 'fight']"
611,"['fda', 'authorize', 'pfizer', 'vaccine', 'say', 'pfizer', 'biontech', 'vaccine', 'could', 'administered', 'u', 'soon', 'monday', 'according', 'hhs', 'secretary', 'alex', 'azar']"
612,"['canada', 'beat', 'u', 'approving', 'covid', 'vaccine', 'authorization', 'still', 'pending', 'u', 'pfizer', 'biontech', 'submitted', 'result', 'phase', '3', 'trial', 'fda', 'november']"
613,"['ontario', 'report', 'new', 'case', 'adjusts', 'vaccine', 'schedule', 'toronto', 'sun', 'ontario', 'say', 'slightly', 'slowing', 'pace', 'vaccination', 'response', 'shipping', 'delay', 'drugmaker', 'pfizer', 'biontech']"
614,"['coronavirus', 'pandemic', 'pfizer', 'biontech', 'say', 'data', 'uk', 'plan', 'delay', 'second', 'vaccination', 'health', 'authority', 'across', 'world', 'debating', 'wisdom', 'delaying', 'second', 'shot', 'three', 'month', 'make', 'scarce', 'supply', 'go']"
615,"['pfizer', 'biontech', 'favored', 'vaccine', 'fewer', 'side', 'effect', 'first', 'pfizer', 'biontech', 'surprised', 'many', 'industry', 'watcher', 'july', '27', 'announced', 'would', 'conduct', 'study', 'vaccine', 'surprise', 'vaccine', 'would', 'tested', 'trial', 'one', 'company', 'presented', 'data', 'july', '1']"
616,"['wall', 'street', 'dip', 'fading', 'stimulus', 'prospect', 'wall', 'street', 'fell', 'open', 'friday', 'fear', 'grew', 'fading', 'fiscal', 'stimulus', 'blow', 'economy', 'surge', 'coronavirus', 'case', 'treasury', 'secretary', 'steven', 'mnuchin', 'comment', 'friday', 'lift', 'investor', 'sentiment', 'defended', 'decision', 'end', 'federal', 'reserve', 'key', 'pandemic', 'lending', 'program', 'december', '31', 'financial', 'stock', 'jpmorgan', 'chase', 'visa', 'helped', 'drag', 'dow', 'p', '500', 'lower', 'microsoft', 'amazon', 'facebook', 'weighed', 'nasdaq', 'share', 'pfizer', 'biontech', 'rose', 'pfizer', 'said', 'apply', 'health', 'regulator', 'permit', 'emergency', 'use', 'vaccine', 'developed', 'german', 'partner', 'biontech', 'latest', 'positive', 'development', 'vaccine', 'week', 'able', 'drive', 'p', '500', 'beyond', 'high', 'hit', 'monday', 'thomson', 'reuters', 'stock', 'buzz', 'analyst', 'terence', 'gabriel', 'even', 'additional', 'positive', 'news', 'seen', 'vaccine', 'front', 'yet', 'move', 'high', 'seem', 'struggling', 'perhaps', 'internally', 'overheated', 'focused', 'though', 'share', 'gilead', 'science', 'fell', 'world', 'health', 'organization', 'panel', 'said', 'gilead', 'antiviral', 'drug', 'remdesivir', 'used', 'hospitalized', 'patient', 'saying', 'evidence', 'drug', 'improves', 'survival', 'reduces', 'need', 'ventilation']"
617,"['vaccine', 'appears', 'effective', 'mutation', 'new', 'coronavirus', 'variant', 'reuters', 'pfizer', 'inc', 'biontech', 'vaccine', 'appears', 'able', 'protect', 'key', 'mutation', 'highly', 'transmissible', 'new', 'variant', 'coronavirus', 'discovered', 'britain', 'south', 'africa', 'according', 'laboratory', 'study', 'conducted', 'drugmaker']"
618,"['hacker', 'break', 'vaccine', 'data', 'europe', 'drugmaker', 'pfizer', 'german', 'partner', 'biontech', 'said', 'wednesday', 'document', 'related', 'development', 'vaccine', 'unlawfully', 'accessed', 'cyberattack', 'europe']"
619,"['biontech', 'ceo', 'u', 'vaccine', 'authorisation', 'milestone', 'u', 'food', 'drug', 'administration', 'emergency', 'use', 'authorisation', 'pfizer', 'biontech', 'coronavirus', 'vacc']"
620,"['pfizer', 'biontech', 'vaccine', 'could', 'rollout', 'next', 'week', 'icu', 'physician', 'cambridge', 'health', 'alliance', 'lakshman', 'swamy', 'joined', 'yahoo', 'finance', 'live', 'break', 'expect', 'vaccine', 'case', 'continue', 'climb']"
621,"['vaccine', 'work', 'uk', 'south', 'african', 'variant', 'study', 'say', 'german', 'company', 'biontech', 'said', 'friday', 'preliminary', 'study', 'show', 'vaccine', 'work', 'key', 'mutation', 'coronavirus', 'variant', 'uncovered', 'britain', 'south', 'africa', 'expert', 'said']"
622,"['apply', 'eu', 'authorization', 'pfizer', 'biontech', 'vaccine', 'could', 'rolled', 'europe', 'month', 'company', 'said', 'tuesday', 'dec', '1', 'applied', 'eu', 'emergency', 'approval', 'shot', 'follows', 'similar', 'step', 'united', 'state', 'britain', 'pursuit', 'european', 'launch', 'pfizer', 'biontech', 'rival', 'moderna', 'moderna', 'said', 'monday', 'would', 'ask', 'eu', 'regulator', 'recommend', 'conditional', 'approval', 'shot', 'drugmaker', 'pfizer', 'germany', 'biontech', 'reported', 'final', 'trial', 'result', 'november', '18th', 'showed', 'vaccine', 'candidate', '95', 'effective', 'preventing', 'major', 'safety', 'concern', 'clearance', 'eu', 'conditional', 'emergency', 'use', 'mean', 'developer', 'must', 'continue', 'trial', 'provide', 'result', 'emerge', 'european', 'commission', 'said', 'monday', 'likely', 'give', 'final', 'authorisation', 'vaccine', 'day', 'eu', 'drug', 'regulator', 'approves', 'ema', 'said', 'tuesday', 'expert', 'enough', 'data', 'drugmakers', 'pfizer', 'moderna', 'complete', 'review', 'december', '29th', 'january', '12th', 'respectively', 'latest', 'effective', 'immunisation', 'seen', 'main', 'weapon', 'pandemic', 'claimed', 'million', 'life']"
623,"['biontech', 'scientist', 'vaccine', 'could', 'halve', 'virus', 'transmission', 'one', 'scientist', 'behind', 'experimental', 'coronavirus', 'vaccine', 'developed', 'biontech', 'pfizer', 'said', 'sunday', 'confident', 'could', 'halve', 'transmission', 'virus', 'resulting', 'dramatic', 'curb', 'virus', 'spread', 'professor', 'ugur', 'sahin', 'chief', 'executive', 'germany', 'biontech', 'said']"
624,"['inventor', 'biontech', 'jab', 'add', '4bn', 'fortune', 'investor', 'make', 'eight', 'billion', 'daily', 'mail', 'online', 'ugur', 'sahin', 'ceo', 'founder', 'german', 'biotech', 'firm', 'teamed', 'pfizer', 'vaccine', 'seen', 'share', 'price', 'soar', 'past', 'year']"
625,"['uk', 'given', 'nearly', 'people', 'covid', 'shot', 'minister', 'say', 'reuters', 'nearly', 'people', 'united', 'kingdom', 'received', 'first', 'shot', 'first', 'week', 'vaccine', 'developed', 'pfizer', 'biontech', 'minister', 'charge', 'programme', 'said', 'wednesday']"
626,"['frustration', 'grows', 'germany', 'christmas', 'lockdown', 'vaccine', 'delay', 'despite', 'biontech', 'headquarters', 'germany', 'country', 'may', 'vaccine', 'dos', 'end', 'january']"
627,"['u', 'pharma', 'firm', 'moderna', 'say', 'vaccine', 'effective', 'news', 'dw', 'moderna', 'said', 'phase', '3', 'stage', 'analysis', 'suggested', 'coronavirus', 'vaccine', 'could', 'prevent', 'news', 'come', 'week', 'pfizer', 'german', 'biontech', 'announced', 'vaccine']"
628,"['biontech', 'lift', '2021', 'vaccine', 'output', 'target', '2', 'billion', 'dos', 'reuters', 'pfizer', 'inc', 'partner', 'biontech', 'se', 'boosted', '2021', 'delivery', 'target', 'vaccine', '2', 'billion', 'dos', 'billion', 'previously', 'add', 'new', 'production', 'line', 'dos', 'extracted', 'per', 'vial']"
629,"['health', 'official', 'say', 'vaccine', 'news', 'positive', 'still', 'early', 'celebrate', 'today', 'pfizer', 'biontech', 'said', 'vaccine', '90', 'effective', 'preventing', 'infection', 'ongoing', 'phase', '3', 'trial']"
630,"['get', 'eu', '200', 'million', 'shot', 'los', 'angeles', 'time', 'pfizer', 'biontech', 'say', 'finalized', 'agreement', 'supply', 'european', 'union', 'another', '200', 'million', 'dos', 'vaccine']"
631,"['norway', 'say', 'advice', 'use', 'pfizer', 'vaccine', 'unchanged', 'reuters', 'norway', 'said', 'monday', 'changing', 'policy', 'use', 'pfizer', 'biontech', 'vaccine', 'following', 'report', 'death', 'highly', 'frail', 'recipient', 'inoculation', 'given']"
632,"['pfizer', 'biontech', 'vaccine', 'found', '90', 'effective', 'great', 'day', 'science', 'humanity', 'pfizer', 'chief', 'say', 'shot', 'could', 'available', 'use', 'year', 'end']"
633,"['fda', 'allow', 'vaccine', 'stored', 'higher', 'temp', 'nyt', 'reuters', 'food', 'drug', 'administration', 'plan', 'approve', 'pfizer', 'inc', 'biontech', 'se', 'request', 'store', 'vaccine', 'standard', 'freezer', 'temperature', 'instead', 'condition', 'new', 'york', 'time', 'reported', 'tuesday']"
634,"['pfizer', 'ceo', 'delay', 'vaccine', 'result', 'election', 'reuters', 'pfizer', 'inc', 'conspire', 'anyone', 'delay', 'release', 'efficacy', 'result', 'vaccine', 'developed', 'german', 'partner', 'biontech', 'se', 'presidential', 'election', 'chief', 'executive', 'albert', 'bourla', 'said', 'tuesday']"
635,"['pfizer', 'biontech', 'seek', 'emergency', 'use', 'shot', 'u', 'star', 'pfizer', 'formally', 'asked', 'regulator', 'friday', 'allow', 'emergency', 'use', 'vaccine', 'starting', 'clock', 'process', 'could', 'bring', 'limited']"
636,"['uk', 'grandma', 'first', 'person', 'get', 'approved', 'pfizer', 'vaccine', 'margaret', 'keenan', 'turn', '91', 'next', 'week', 'received', 'first', 'dose', 'pfizer', 'biontech', 'vaccine', 'tuesday', 'morning']"
637,"['key', 'event', 'development', 'pfizer', 'vaccine', 'key', 'event', 'development', 'vaccine', 'partner', 'pfizer', 'germany', 'biontech', 'march', '17', 'pfizer', 'biontech', 'announce', 'plan', 'jointly', 'develop', 'vaccine', 'using']"
638,"['pfizer', 'plan', 'test', 'vaccine', 'booster', 'engineered', 'south', 'african', 'variant', 'top', 'pfizer', 'inc', 'scientist', 'said', 'thursday', 'company', 'intensive', 'discussion', 'regulator', 'test', 'booster', 'shot', 'version', 'coronavirus', 'vaccine', 'specifically', 'targeted', 'highly', 'contagious', 'variant', 'spreading', 'widely', 'south', 'africa', 'elsewhere', 'phil', 'dormitzer', 'one', 'pfizer', 'top', 'viral', 'vaccine', 'scientist', 'said', 'interview', 'belief', 'current', 'vaccine', 'developed', 'germany', 'biontech', 'se', 'highly', 'likely', 'still', 'protect', 'concerning', 'variant', 'first', 'discovered', 'south', 'africa']"
639,"['pfizer', 'biontech', 'potential', 'coronavirus', 'vaccine', 'reuters', 'drugmaker', 'pfizer', 'inc', 'signed', 'deal', 'germany', 'biontech', 'se', 'potential', 'vaccine', 'coronavirus', 'using', 'biontech', 'drug', 'development', 'platform', 'company', 'said', 'tuesday']"
640,"['becomes', 'first', 'country', 'approve', 'vaccine', 'united', 'kingdom', 'became', 'first', 'country', 'wednesday', 'formally', 'approve', 'pfizer', 'biontech', 'vaccine', 'huge', 'symbolic', 'milestone', 'fight', 'pandemic']"
641,"['uk', 'move', 'quickly', 'distribute', 'vaccine', 'boston', 'globe', 'united', 'kingdom', 'became', 'first', 'country', 'clear', 'vaccine', 'emergency', 'use', 'allowing', 'pfizer', 'german', 'partner', 'biontech', 'start', 'providing', 'vaccine', 'developed', 'people', 'risk', 'catching', 'virus', 'becoming', 'severely', 'ill']"
642,"['asx', 'rally', 'roll', 'urw', 'rocket', '44pc', 'nab', '8pc', 'asx', 'closed', 'highest', 'level', 'since', 'march', '5', 'extending', 'week', 'gain', 'vaccine', 'breakthrough', 'pfizer', 'biontech', 'helped', 'investor', 'build', 'u', 'election', 'euphoria', 'standout', 'rallying', 'close', 'per', 'cent', 'higher', 'asx', 'session']"
643,"['hong', 'kong', 'suspends', 'pfizer', 'vaccine', 'citing', 'packaging', 'defect', 'globe', 'mail', 'biontech', 'fosun', 'pharma', 'found', 'reason', 'believe', 'product', 'unsafe']"
644,"['hong', 'kong', 'halt', 'use', 'pfizer', 'coronavirus', 'vaccine', 'due', 'defective', 'packaging', 'national', 'city', 'government', 'said', 'suspension', 'immediate', 'matter', 'investigated', 'chinese', 'distributor', 'vaccine', 'biontech', 'also', 'investigating']"
645,"['u', 'pay', 'pfizer', 'biontech', 'billion', '100', 'million', 'vaccine', 'dos', 'pfizer', 'inc', 'german', 'biotech', 'firm', 'biontech', 'se', 'get', 'billion', 'government', 'produce', 'deliver', '100', 'million', 'dos', 'vaccine', 'candidate']"
646,"['living', 'uk', 'share', 'thought', 'vaccine', 'rollout', 'cnn', 'first', 'dos', 'vaccine', 'developed', 'u', 'firm', 'pfizer', 'german', 'partner', 'biontech', 'rolling', 'united', 'kingdom', 'week', 'live', 'uk', 'let', 'u', 'know', 'feel', 'vaccine']"
647,"['pfizer', 'asks', 'fda', 'let', 'store', 'coronavirus', 'vaccine', 'warmer', 'temperature', 'daily', 'mail', 'online', 'pfizer', 'biontech', 'submitted', 'new', 'temperature', 'data', 'fda', 'support', 'update', 'current', 'label', 'would', 'allow', 'vial', 'stored', 'total', 'two', 'week']"
648,"['pfizer', 'biontech', 'coronavirus', 'vaccine', 'candidate', 'get', 'fda', 'track', 'status', 'reuters', 'pfizer', 'inc', 'partner', 'biontech', 'se', 'said', 'monday', 'two', 'experimental', 'coronavirus', 'vaccine', 'received', 'track', 'designation', 'health', 'agency', 'speeding', 'regulatory', 'review', 'process']"
