,text
995,"['europe', 'end', 'lockdown', 'good', 'autumn', 'biontech', 'ceo', 'news', 'dw', 'ugur', 'sahin', 'whose', 'firm', 'developed', 'one', 'world', 'first', 'coronavirus', 'vaccine', 'belief', 'europe', 'pandemic', 'control', 'end', 'summer', 'come', 'amid', 'criticism', 'eu', 'vaccination', 'drive']"
996,"['china', 'give', 'human', 'trial', 'biontech', 'covid', 'vaccine', 'candidate', 'reuters', 'china', 'approved', 'trial', 'human', 'german', 'firm', 'biontech', 'experimental', 'vaccine', 'local', 'partner', 'shanghai', 'fosun', 'pharmaceutical', 'said', 'thursday']"
997,"['hse', 'take', 'delivery', 'freezer', 'storage', 'vaccine', 'hse', 'taken', 'delivery', 'nine', 'temperature', 'freezer', 'national', 'cold', 'chain', 'centre', 'unit', 'store', 'pfizer', 'biontech', 'vaccine', 'dos', 'video', 'barry', 'cronin']"
998,"['explainer', 'authorized', 'first', 'vaccine', 'get', 'food', 'drug', 'administration', 'authorized', 'first', 'vaccine', 'developed', 'pfizer', 'inc', 'biontech', 'se', 'making', 'available', 'emergency', 'use', 'patient', 'aged', '16', 'older', 'following', 'outline', 'vaccine', 'distribution', 'plan', 'federal', 'government', 'plan', 'release', 'nation', 'first', 'million', 'dos', 'within', 'day', 'authorization', '64', 'state', 'territory', 'major', 'city', 'well', 'five', 'federal', 'agency']"
999,"['uk', 'authorizes', 'pfizer', 'coronavirus', 'vaccine', 'emergency', 'use', 'vaccine', 'american', 'drugmaker', 'pfizer', 'germany', 'biontech', 'come', 'virus', 'surge', 'united', 'state', 'europe', 'putting', 'pressure', 'hospital', 'forcing', 'new', 'round', 'restriction', 'devastated', 'global', 'economy', 'expert', 'said', 'several', 'vaccine', 'needed', 'order', 'quickly', 'end', 'pandemic', 'killed', 'million', 'people', 'worldwide']"
1000,"['health', 'sec', 'uk', 'hospital', 'ready', 'covid', 'vaccine', 'british', 'health', 'secretary', 'matt', 'hancock', 'say', 'hospital', 'ready', 'receive', 'new', 'coronavirus', 'vaccine', 'mode', 'distribution', 'set', 'britain', 'approved', 'vaccine', 'developed', 'pfizer', 'biontech', 'emergency', 'use', 'wednesday', '2']"
1001,"['coronavirus', 'vaccine', 'biontech', 'professor', 'ugur', 'sahin', 'take', 'vaccine', 'coronavirus', 'vaccine', 'approved', 'use', 'uk', 'begin', 'next', 'week', 'however', 'yougov', 'poll', 'reported', 'one', 'five', 'briton', 'confident', 'vaccine', 'safe']"
1002,"['costa', 'rica', 'sign', 'vaccine', 'deal', 'pfizer', 'biontech', 'reuters', 'costa', 'rica', 'signed', 'agreement', 'pharmaceutical', 'company', 'pfizer', 'inc', 'german', 'partner', 'biontech', 'se', 'manufacture', 'delivery', '3', 'million', 'vaccine', 'next', 'year', 'office', 'president', 'carlos', 'alvarado', 'said', 'thursday']"
1003,"['biontech', 'vaccine', 'scientist', 'say', 'jab', 'could', 'halve', 'covid', 'transmission', 'coronavirus', 'guardian', 'uğur', 'şahin', 'confident', 'vaccine', 'candidate', 'developed', 'pfizer', 'bring', 'big', 'reduction', 'case']"
1004,"['exclusive', 'pfizer', 'withdraws', 'application', 'emergency', 'use', 'vaccine', 'india', 'pfizer', 'inc', 'withdrawn', 'application', 'authorization', 'vaccine', 'india', 'developed', 'germany', 'biontech', 'company', 'told', 'reuters', 'friday', 'company', 'first', 'drugmaker', 'apply', 'emergency', 'use', 'authorization', 'vaccine', 'india', 'meeting', 'country', 'drug', 'regulator', 'wednesday', 'decision', 'made', 'company', 'said', 'based', 'deliberation', 'meeting', 'understanding', 'additional', 'information', 'regulator', 'may', 'need', 'company', 'decided', 'withdraw', 'application', 'time', 'said', 'statement', 'reuters']"
1005,"['coronavirus', 'vaccine', 'update', 'side', 'effect', 'described', 'man', 'trialling', 'drug', 'coronavirus', 'vaccine', 'update', 'world', 'eagerly', 'anticipating', 'rollout', 'vaccine', 'developed', 'pfizer', 'biontech', 'miquel', 'fernández', 'among', 'volunteer', 'tested', 'pfizer', 'vaccine', 'spaniard', 'described', 'symptom', 'experienced', 'day', 'received', 'vaccine']"
1006,"['people', 'uk', 'get', 'first', 'pfizer', 'vaccine', 'dose', 'people', 'united', 'kingdom', 'received', 'first', 'dose', 'vaccine', 'since', 'inoculation', 'began', 'country', 'earlier', 'month', 'british', 'government', 'said', 'thursday', 'government', 'today', 'published', 'figure', 'show', 'number', 'people', 'received', 'vaccine', '8', 'december', '20', 'december', 'uk', 'department', 'health', 'social', 'care', 'said', 'statement', 'http', 'earlier', 'month', 'united', 'kingdom', 'became', 'first', 'country', 'world', 'roll', 'vaccine', 'made', 'pfizer', 'biontech']"
1007,"['europe', 'set', 'approve', 'vaccine', 'christmas', 'week', 'european', 'set', 'start', 'getting', 'coronavirus', 'vaccine', 'new', 'year', 'regional', 'drug', 'regulator', 'accelerated', 'approval', 'process', 'following', 'launch', 'immunisation', 'campaign', 'united', 'state', 'britain', 'european', 'medicine', 'agency', 'ema', 'said', 'expert', 'panel', 'would', 'convene', 'monday', '21', 'evaluate', 'vaccine', 'made', 'company', 'pfizer', 'german', 'partner', 'biontech', 'ema', 'mandate', 'issue', 'recommendation', 'new', 'medical', 'treatment', 'european', 'commission', 'final', 'say', 'approval', 'typically', 'follows', 'ema', 'advice']"
1008,"['pfizer', 'covid', 'vaccine', 'allergy', 'concerned', 'boston', 'globe', 'decision', 'british', 'drug', 'regulator', 'recommend', 'use', 'coronavirus', 'vaccine', 'made', 'pfizer', 'biontech', 'people', 'history', 'severe', 'allergic', 'reaction', 'raised', 'number', 'concern']"
1009,"['global', 'market', 'get', 'coronavirus', 'vaccine', 'boost', 'news', 'dw', 'vaccine', 'developed', 'biontech', 'pfizer', 'proven', '90', 'effective', 'preventing', 'infection', 'news', 'prompted', 'record', 'share', 'price', 'increase', 'least', 'tourism', 'sector']"
1010,"['back', 'normal', 'sight', 'pfizer', 'biontech', 'thrill', 'market', 'vaccine', 'trial', 'result', 'independent', 'living', 'wage', 'foundation', 'released', 'updated', 'rate', 'day', 'announcement', 'million', 'worker', 'struggle', 'get', 'le', 'normal', 'life', 'resume', '2021', 'mean', 'business', 'usual']"
1011,"['pfizer', 'biontech', 'say', 'vaccine', '91', 'effective', 'citing', 'new', 'test', 'data', 'cbs', 'news', 'handful', 'people', 'got', 'drugmakers', 'vaccine', 'contracted', 'coronavirus', 'according', 'latest', 'trial']"
1012,"['eu', 'drug', 'regulator', 'approves', 'pfizer', 'vaccine', 'thehill', 'european', 'union', 'eu', 'drug', 'regulator', 'approved', 'vaccine', 'developed', 'pfizer', 'biontech', 'monday', 'member', 'country', 'prepare', 'start', 'first', 'inoculation', 'christmas']"
1013,"['colombia', 'talk', 'sputnik', 'vaccine', 'health', 'minister', 'colombia', 'talk', 'russia', 'gamaleya', 'institute', 'acquiring', 'dos', 'sputnik', 'v', 'vaccine', 'health', 'minister', 'said', 'monday', 'rushing', 'deal', 'existing', 'vaccine', 'provision', 'deal', 'pharmaceutical', 'company', 'andean', 'country', 'already', 'deal', 'raft', 'vaccine', 'producer', 'world', 'health', 'covax', 'mechanism', 'secure', '61', 'million', 'vaccine', 'dos', 'enough', 'inoculate', 'million', 'people', 'colombia', 'set', 'receive', 'vaccine', 'developed', 'pfizer', 'biontech', 'well', 'astrazeneca', 'moderna', 'sinovac']"
1014,"['biontech', 'ceo', 'say', 'likely', 'vaccine', 'effective', 'virus', 'variant', 'coronavirus', 'update', 'npr', 'scientifically', 'highly', 'likely', 'immune', 'response', 'vaccine', 'also', 'deal', 'new', 'virus', 'variant', 'biontech', 'ceo', 'ugur', 'sahin', 'said', 'tuesday']"
1015,"['eu', 'drug', 'agency', 'eye', '29', 'approval', 'first', 'vaccine', 'globe', 'mail', 'vaccine', 'approved', 'biontech', 'said', 'use', 'europe', 'could', 'begin', 'end', '2020', 'seems', 'quite', 'ambitious', 'given', 'eu', 'commission', 'usually', 'need', 'regulator', 'decision']"
1016,"['coronavirus', 'married', 'couple', 'behind', 'successful', 'pfizer', 'covid', 'vaccine', 'world', 'news', 'sky', 'news', 'ugur', 'sahin', 'ozlem', 'tureci', 'founded', 'pharmaceutical', 'company', 'biontech', 'developed', '90', 'effective', 'coronavirus', 'vaccine']"
1017,"['canada', 'could', 'approve', 'pfizer', 'vaccine', 'december', 'health', 'canada', 'said', 'previously', 'approval', 'would', 'likely', 'come', 'early', 'first', 'quarter', 'new', 'accelerated', 'review', 'process', 'similar', 'place', 'united', 'state', 'pfizer', 'biontech', 'vaccine', 'advanced', 'health', 'canada', 'review', 'supriya', 'sharma', 'senior', 'medical', 'adviser', 'health', 'canada', 'said', 'medium', 'briefing', 'ottawa']"
1018,"['q', 'eu', 'taking', 'long', 'approve', 'coronavirus', 'vaccine', 'german', 'official', 'especially', 'vocal', 'given', 'involvement', 'biontech', 'alongside', 'u', 'firm', 'pfizer', 'want', 'approved']"
1019,"['factbox', 'moderna', 'mrna', 'coronavirus', 'vaccine', 'seek', 'emergency', 'use', 'authorization', 'food', 'drug', 'administration', 'safety', 'data', 'expected', 'later', 'month', 'result', 'come', 'one', 'week', 'pfizer', 'inc', 'german', 'partner', 'biontech', 'se', 'said', 'experimental', 'vaccine', '90', 'effective', 'based', 'initial', 'data', 'moderna']"
1020,"['coronavirus', 'uk', 'count', 'vaccine', 'year', 'next', 'daily', 'mail', 'online', 'agreement', 'reached', '30million', 'dos', 'biontech', 'german', 'firm', 'pfizer', '60million', 'dos', 'france', 'valneva']"
1021,"['pfizer', 'biontech', 'ask', 'fda', 'approve', 'easier', 'vaccine', 'storage', 'boston', 'globe', 'pfizer', 'biontech', 'asked', 'fda', 'allow', 'vaccine', 'stored', 'two', 'week', 'temperature', 'found', 'normal', 'pharmaceutical', 'freezer', 'change', 'could', 'simplify', 'distribution', 'shot']"
1022,"['biontech', 'criticises', 'eu', 'failure', 'order', 'enough', 'covid', 'vaccine', 'coronavirus', 'guardian', 'firm', 'race', 'fill', 'potential', 'gap', 'left', 'bloc', 'gamble', 'several', 'vaccine', 'approved']"
1023,"['saskatoon', 'worker', 'next', 'receive', 'vaccine', 'next', 'shipment', 'pfizer', 'biontech', 'vaccine', 'could', 'arrive', 'saskatoon', 'early', '21']"
1024,"['u', 'pay', 'pfizer', 'biontech', '2', 'billion', 'vaccine', 'rt', 'business', 'news', 'u', 'pay', 'pfizer', 'biontech', '2', 'billion', 'vaccine']"
1025,"['french', 'lab', 'start', 'producing', 'moderna', 'pfizer', 'vaccine', 'french', 'lab', 'start', 'producing', 'moderna', 'vaccine', 'march', 'another', 'begin', 'making', 'vaccine', 'pfizer', 'biontech', 'april', 'industry', 'minister', 'agnès', 'said']"
1026,"['european', 'regulator', 'decide', '29', '1st', 'virus', 'vaccine', 'european', 'medicine', 'agency', 'convene', 'meeting', '29', 'decide', 'enough', 'data', 'safety', 'efficacy', 'vaccine', 'developed', 'pfizer', 'biontech', 'approved', 'regulator', 'said', 'tuesday', 'german', 'pharmaceutical', 'company', 'biontech', 'partner', 'pfizer', 'said', 'earlier', 'tuesday', 'asked', 'regulator', 'conditional', 'approval', 'coronavirus', 'vaccine', 'concluding', 'rolling', 'review', 'process', 'initiated', 'agency', '6', 'biontech', 'said', 'vaccine', 'currently', 'named', 'bnt162b2', 'approved', 'use', 'europe', 'could', 'begin', 'end', 'company', 'said', 'last', 'month', 'clinical', 'trial', 'participant', 'showed', 'vaccine', '95', 'effective']"
1027,"['biontech', 'ceo', 'confident', 'vaccine', 'work', 'new', 'strain', 'thehill', 'ceo', 'biontech', 'german', 'firm', 'pfizer', 'coronavirus', 'vaccine', 'said', 'tuesday', 'confident', 'work', 'new', 'infectious', 'strain', 'virus']"
1028,"['pfizer', 'vaccine', 'distribution', 'problem', 'hinder', 'rollout', 'pfizer', 'biontech', 'maintain', 'produce', 'billion', 'dos', 'end', '2021', 'making', 'year', 'shortfall', 'ramping', 'production']"
1029,"['coronavirus', 'vaccine', 'first', 'put', 'spotlight', 'german', 'pharma', 'company', 'biontech', 'nz', 'herald', 'company', 'use', 'gene', 'technology', 'beat', 'virus', 'key']"
1030,"['mrna', 'helped', 'scientist', 'create', 'coronavirus', 'vaccine', 'record', 'time', 'washington', 'post', 'pfizer', 'partnering', 'biontech', 'moderna', 'created', 'promising', 'coronavirus', 'vaccine', 'scientist', 'hope', 'lead', 'medical', 'breakthrough', 'using', 'mrna']"
1031,"['pfizer', 'biontech', 'vaccine', 'trial', 'raise', 'hope', 'early', '2021', 'delivery', 'globe', 'mail', 'quebec', 'medicago', 'developing', 'canada', 'leading', 'vaccine', 'candidate', 'posted', 'encouraging', 'result', 'phase', '1', 'clinical', 'trial']"
1032,"['tried', 'gouge', 'eu', 'vaccine', 'dos', 'german', 'medium', 'report', 'rt', 'world', 'news', 'drugmakers', 'pfizer', 'biontech', 'wanted', 'charge', 'eu', 'commission', 'per', 'dose', 'coronavirus', 'vaccine', 'according', 'german', 'medium', 'report', 'jab', 'would', 'cost', '20', 'time', 'rival', 'shot', 'astrazeneca']"
1033,"['biontech', 'ceo', 'said', 'high', 'possibility', 'vaccine', 'made', 'pfizer', 'protect', 'uk', 'new', 'coronavirus', 'variant', 'ceo', 'said', 'take', 'around', 'two', 'week', 'get', 'data', 'experiment', 'show', 'definitively', 'whether', 'vaccine', 'work', 'new', 'variant']"
1034,"['pfizer', 'biontech', 'reach', 'deal', 'distribute', 'vaccine', 'government', 'wednesday', 'announced', 'entered', 'agreement', 'drugmaker', 'pfizer', 'partner', 'biontech', 'produce', 'deliver', '100', 'million', 'dos', 'vaccine', 'end', 'year']"
1035,"['study', 'booster', 'covid', 'vaccine', 'pfizer', 'biontech', 'said', 'thursday', 'testing', 'third', 'dose', 'vaccine', 'better', 'understand', 'immune', 'response', 'new', 'variant', 'virus', 'cnbc', 'meg', 'tirrell', 'report']"
1036,"['pfizer', 'revise', 'storage', 'guidance', 'jab', 'say', 'vaccine', 'stable', 'refrigerator', 'temperature', 'rt', 'world', 'news', 'vaccine', 'partner', 'pfizer', 'biontech', 'said', 'submitted', 'new', 'data', 'u', 'health', 'regulator', 'showing', 'jab', 'stored', 'refrigerator', 'temperature', 'rather', 'level', 'currently', 'mandated']"
1037,"['covid', 'vaccine', 'update', '100m', 'pfizer', 'dos', 'stimulus', 'deal', 'air', 'pfizer', 'biontech', 'announce', 'second', 'agreement', 'government', 'supply', 'additional', '100', 'million', 'dos', 'company', 'vaccine', 'latest', 'news']"
1038,"['czech', 'approve', 'squeezing', 'extra', 'dose', 'pfizer', 'vaccine', 'vial', 'czech', 'republic', 'allowed', 'squeezing', 'extra', 'dose', 'vaccine', 'vial', 'supplied', 'pfizer', 'biontech', 'taking', 'advantage', 'reserve', 'amount', 'put', 'vial', 'maker', 'health', 'ministry', 'said', 'standard', 'rule', 'five', 'dos', 'drawn', 'vial', 'expert', 'said', 'right', 'needle', 'syringe', 'possible', 'obtain', 'sixth', 'even', 'seventh', 'dose', 'prime', 'minister', 'andrej', 'babis', 'asked', 'european', 'commission', 'earlier', 'week', 'allow', 'use', 'extra', 'amount', 'european', 'union', 'country', 'ramp', 'vaccination', 'campaign', 'began', 'christmas']"
1039,"['hong', 'kong', 'suspends', 'pfizer', 'vaccine', 'packaging', 'defect', 'hong', 'kong', 'suspended', 'vaccination', 'using', 'pfizer', 'shot', 'known', 'biontech', 'shot', 'city', 'wednesday', 'informed', 'distributor', 'fosun', 'one', 'batch', 'defective', 'bottle', 'lid', 'suspension', 'immediate', 'chinese', 'pharmaceutical', 'firm', 'fosun', 'pharma', 'biontech', 'german', 'company', 'created', 'vaccine', 'american', 'pharmaceutical', 'firm', 'pfizer', 'investigate', 'matter', 'according', 'statement', 'hong', 'kong', 'government']"
1040,"['britain', 'secures', '90', 'million', 'possible', 'vaccine', 'dos', 'valneva', 'britain', 'signed', 'deal', 'secure', '90', 'million', 'dos', 'two', 'possible', 'vaccine', 'alliance', 'pfizer', 'inc', 'biontech', 'french', 'group', 'valneva', 'business', 'ministry', 'said', 'monday', 'britain', 'secured', '30', 'million', 'dos', 'experimental', 'vaccine', 'deal', 'principle']"
1041,"['set', 'global', 'benchmark', 'vaccine', 'price', 'around', 'cost', 'flu', 'shot', 'reuters', 'government', 'set', 'benchmark', 'vaccine', 'pricing', '2', 'billion', 'deal', 'announced', 'wednesday', 'pfizer', 'inc', 'german', 'biotech', 'biontech', 'se', 'likely', 'pressure', 'manufacturer', 'set', 'similar', 'price', 'industry', 'analyst', 'told', 'reuters']"
1042,"['coronavirus', 'biontech', 'pfizer', 'vaccine', 'leader', 'began', 'wild', 'cancer', 'research', 'idea', '25', 'year', 'ago', 'two', 'german', 'doctor', 'idea', 'harness', 'immune', 'system', 'attack', 'virus', 'cancer', 'cell']"
1043,"['first', 'dos', 'pfizer', 'biontech', 'vaccine', 'expected', 'ireland', 'soon', 'saturday', 'republic', 'ireland', 'expected', 'get', 'around', 'dos', 'pfizer', 'biontech', 'vaccine', 'first', 'consignment', 'could', 'possibly', 'arrive', 'early', 'saturday', 'st', 'stephen', 'day']"
1044,"['pensioner', '91', 'say', 'got', 'coronavirus', 'vaccine', 'dream', 'daily', 'mail', 'online', 'martin', 'kenyon', '91', 'spoke', 'receiving', 'breakthrough', 'biontech', 'jab', 'guy', 'hospital', 'london', 'first', 'day', 'mass', 'immunisation', 'programme', 'uk', 'history']"
1045,"['ftse', '100', 'recovers', 'highest', 'level', 'since', 'june', 'vaccine', 'unveiled', 'london', 'stock', 'exchange', 'guardian', 'promising', 'clinical', 'data', 'pfizer', 'biontech', 'help', 'index', 'gain']"
1046,"['coronavirus', 'vaccine', 'arrive', 'uk', 'first', 'dos', 'set', 'administered', 'tuesday', 'national', 'health', 'service', 'nh', 'giving', 'top', 'priority', 'vaccinating', 'frontline', 'healthcare', 'worker', 'care', 'home', 'staff', 'resident', 'britain', 'gave', 'emergency', 'use', 'approval', 'vaccine', 'developed', 'pfizer', 'biontech', 'last', 'week', 'jumping', 'ahead', 'global', 'race', 'begin', 'crucial', 'mass', 'inoculation', 'programme', 'history', 'total', 'britain', 'ordered', '40', 'million', 'dos', 'person', 'requires', 'two', 'dos', 'enough', 'vaccinate', '20', 'million', 'people', 'country', '67', 'million', 'dos', 'expected', 'available', 'within', 'first', 'week']"
