,Brand,Vader
13761,Pfizer,0.6705
13762,Moderna,0.6705
13763,Johnson & Johnson,0.6705
13764,Pfizer,0.4588
13765,Pfizer,0.802
13766,AstraZeneca,-0.6757
13767,AstraZeneca,0.6739
13768,Pfizer,0.7783
13769,Sputnik V,0.4404
13770,AstraZeneca,0.0
13771,Moderna,-0.6908
13772,Biontech,-0.5766
13773,Moderna,0.0
13774,AstraZeneca,0.4019
13775,Biontech,0.0
13776,Pfizer,0.0
13777,Biontech,0.7269
13778,Pfizer,0.7269
13779,Moderna,-0.3818
13780,Pfizer,0.1531
13781,Biontech,0.2263
13782,Pfizer,0.2263
13783,AstraZeneca,-0.9231
13784,AstraZeneca,-0.6801
13785,Sputnik V,-0.6801
13786,AstraZeneca,0.8399
13787,AstraZeneca,0.0
13788,Moderna,0.8074
13789,Biontech,-0.2023
13790,Pfizer,-0.2023
13791,Moderna,0.0
13792,Moderna,-0.3818
13793,Biontech,0.4019
13794,Pfizer,0.4019
13795,AstraZeneca,0.9607
13796,Moderna,0.7184
13797,AstraZeneca,-0.5859
13798,AstraZeneca,0.7906
13799,Johnson & Johnson,0.0
13800,AstraZeneca,-0.296
13801,Biontech,-0.296
13802,Pfizer,-0.296
13803,AstraZeneca,0.0
13804,Sputnik V,0.0
13805,Pfizer,0.7003
13806,AstraZeneca,-0.2755
13807,AstraZeneca,0.4588
13808,AstraZeneca,-0.2263
13809,AstraZeneca,0.6124
13810,AstraZeneca,-0.2297
13811,AstraZeneca,-0.4404
13812,Sputnik V,-0.2023
13813,AstraZeneca,0.4939
13814,AstraZeneca,-0.5204
13815,AstraZeneca,0.8126
13816,Moderna,0.5267
13817,Sputnik V,0.875
13818,Pfizer,0.5209
13819,Johnson & Johnson,0.4019
13820,Johnson & Johnson,0.8442
13821,Pfizer,0.743
13822,Pfizer,-0.4137
13823,AstraZeneca,-0.3939
13824,Biontech,0.5256
13825,Sputnik V,0.0
13826,AstraZeneca,-0.1531
13827,AstraZeneca,0.7645
13828,Sputnik V,0.4767
13829,Biontech,-0.5574
13830,Pfizer,-0.5574
13831,AstraZeneca,-0.34
13832,Moderna,0.4939
13833,AstraZeneca,-0.34
13834,AstraZeneca,0.631
13835,Moderna,-0.4588
13836,AstraZeneca,-0.34
13837,Biontech,0.6705
13838,Pfizer,0.6705
13839,AstraZeneca,-0.9287
13840,Pfizer,0.0
13841,Sputnik V,0.128
13842,Pfizer,-0.3182
13843,AstraZeneca,0.34
13844,AstraZeneca,-0.2263
13845,Pfizer,-0.0772
13846,Moderna,-0.0772
13847,AstraZeneca,-0.2263
13848,AstraZeneca,-0.296
13849,Johnson & Johnson,-0.1779
13850,Pfizer,0.2263
13851,AstraZeneca,-0.8807
13852,AstraZeneca,0.0
13853,AstraZeneca,-0.3291
13854,Moderna,0.5267
13855,AstraZeneca,0.6808
13856,AstraZeneca,-0.743
13857,Biontech,0.0
13858,Pfizer,0.0
13859,Moderna,0.0
13860,AstraZeneca,0.2023
13861,AstraZeneca,0.25
13862,Biontech,0.0
13863,Pfizer,0.0
13864,Biontech,0.128
13865,Pfizer,0.128
13866,AstraZeneca,0.5719
13867,Pfizer,0.0258
13868,AstraZeneca,-0.8132
13869,Biontech,0.6908
13870,Pfizer,0.6908
13871,Johnson & Johnson,0.4767
13872,Moderna,-0.6597
13873,Biontech,0.7184
13874,Pfizer,0.7184
13875,Pfizer,-0.347
13876,Moderna,-0.347
13877,AstraZeneca,-0.0258
13878,Moderna,0.9022
13879,Biontech,0.0
13880,Pfizer,0.0
13881,Moderna,0.25
13882,Pfizer,0.7351
13883,AstraZeneca,-0.8811
13884,Pfizer,-0.8811
13885,Pfizer,0.34
13886,AstraZeneca,0.6808
13887,Moderna,0.0
13888,AstraZeneca,-0.296
13889,Pfizer,-0.7003
13890,Pfizer,0.2023
13891,AstraZeneca,0.9437
13892,Pfizer,0.9437
13893,Moderna,0.0
13894,AstraZeneca,-0.7184
13895,Biontech,0.34
13896,Pfizer,0.34
13897,AstraZeneca,0.4404
13898,Biontech,0.7351
13899,Pfizer,0.7351
13900,Johnson & Johnson,0.4215
13901,Biontech,-0.4215
13902,Pfizer,-0.4215
13903,Biontech,0.802
13904,Pfizer,0.802
13905,Pfizer,-0.3818
13906,Biontech,0.5313
13907,Pfizer,0.5313
13908,Pfizer,0.0772
13909,Moderna,0.6808
13910,AstraZeneca,-0.775
13911,AstraZeneca,0.5574
13912,AstraZeneca,-0.7351
13913,Pfizer,-0.8126
13914,AstraZeneca,0.0516
13915,AstraZeneca,-0.6249
13916,Biontech,0.2023
13917,Pfizer,0.2023
13918,AstraZeneca,-0.2732
13919,Pfizer,-0.7983
13920,AstraZeneca,-0.3252
13921,Johnson & Johnson,-0.3252
13922,Pfizer,0.7351
13923,Pfizer,-0.296
13924,AstraZeneca,-0.8074
13925,Biontech,-0.5106
13926,Pfizer,-0.5106
13927,Moderna,-0.5106
13928,Pfizer,0.7184
13929,Biontech,-0.128
13930,Pfizer,-0.128
13931,Biontech,-0.0323
13932,Pfizer,-0.0323
13933,Moderna,-0.0323
13934,AstraZeneca,0.4767
13935,Pfizer,0.1027
13936,AstraZeneca,0.0
13937,Sputnik V,0.0
13938,AstraZeneca,0.7184
13939,Pfizer,0.7184
13940,Moderna,0.7184
13941,AstraZeneca,0.743
13942,Biontech,0.4767
13943,Pfizer,0.4767
13944,AstraZeneca,0.936
13945,Moderna,0.0
13946,AstraZeneca,-0.1226
13947,AstraZeneca,0.6801
13948,Johnson & Johnson,0.5413
13949,Johnson & Johnson,0.4215
13950,AstraZeneca,0.0
13951,Pfizer,-0.4588
13952,Biontech,0.8225
13953,Pfizer,0.8225
13954,Johnson & Johnson,0.0
13955,Pfizer,-0.2382
13956,AstraZeneca,0.2144
13957,Moderna,-0.0516
13958,Pfizer,0.0
13959,Johnson & Johnson,-0.4767
13960,Biontech,-0.25
13961,Pfizer,-0.25
13962,Pfizer,-0.0516
13963,AstraZeneca,-0.8591
13964,Pfizer,0.6705
13965,Pfizer,0.9976
13966,Moderna,0.9976
13967,Biontech,-0.9153
13968,Pfizer,-0.9153
13969,Pfizer,0.2492
13970,Moderna,0.2492
13971,Biontech,0.3612
13972,Pfizer,0.3612
13973,Moderna,0.6486
13974,Pfizer,0.4767
13975,Moderna,0.765
13976,Biontech,0.5267
13977,Pfizer,0.5267
13978,AstraZeneca,-0.5859
13979,AstraZeneca,0.7041
13980,Moderna,-0.2023
13981,AstraZeneca,0.0
13982,Johnson & Johnson,0.1027
13983,Pfizer,-0.4766999999999999
13984,Moderna,-0.4766999999999999
13985,AstraZeneca,-0.6369
13986,Moderna,-0.3818
13987,AstraZeneca,0.6908
13988,AstraZeneca,0.4404
13989,AstraZeneca,-0.5859
13990,AstraZeneca,0.0
13991,Pfizer,0.128
13992,AstraZeneca,0.4215
13993,Sputnik V,-0.5095
13994,AstraZeneca,0.1531
13995,Moderna,0.4404
13996,Moderna,0.2732
13997,AstraZeneca,0.6436
13998,AstraZeneca,-0.8144
13999,Biontech,0.7003
14000,Pfizer,0.7003
14001,Moderna,0.7003
14002,Moderna,0.3182
14003,Moderna,-0.4404
14004,Moderna,0.0
14005,Pfizer,-0.4215
14006,AstraZeneca,0.2846
14007,Pfizer,0.7579
14008,AstraZeneca,0.7102
14009,Pfizer,0.0772
14010,Moderna,-0.4019
14011,Pfizer,0.6772
14012,Sputnik V,0.0
14013,AstraZeneca,-0.4215
14014,Johnson & Johnson,-0.6648
14015,Biontech,0.3612
14016,Pfizer,0.3612
14017,Pfizer,-0.2732
14018,Biontech,0.4215
14019,Pfizer,0.4215
14020,Biontech,0.4215
14021,Pfizer,0.4215
14022,AstraZeneca,0.0
14023,AstraZeneca,-0.3612
14024,Pfizer,0.8126
14025,Pfizer,-0.6597
14026,Pfizer,0.6597
14027,Pfizer,0.296
14028,AstraZeneca,0.7783
14029,Pfizer,-0.3612
14030,AstraZeneca,0.3489
14031,Pfizer,0.0
14032,Biontech,-0.5719
14033,Pfizer,-0.5719
14034,Moderna,0.5719
14035,Pfizer,0.34
14036,Moderna,0.34
14037,Pfizer,-0.6124
14038,Biontech,0.4588
14039,Pfizer,0.4588
14040,Moderna,0.0
14041,AstraZeneca,0.296
14042,AstraZeneca,0.0
14043,Pfizer,0.0
14044,Sputnik V,0.3744
14045,AstraZeneca,-0.5859
14046,AstraZeneca,-0.5448
14047,Pfizer,0.0258
14048,Pfizer,0.7351
14049,Pfizer,0.6753
14050,Pfizer,0.4767
14051,Pfizer,-0.4158
14052,Pfizer,0.0
14053,AstraZeneca,-0.7269
14054,Biontech,-0.8555
14055,AstraZeneca,0.0
14056,AstraZeneca,-0.8481
14057,Pfizer,-0.34
14058,AstraZeneca,0.0
14059,AstraZeneca,-0.9172
14060,Biontech,-0.6369
14061,Pfizer,-0.6369
14062,Biontech,0.6249
14063,Pfizer,0.765
14064,AstraZeneca,0.7622
14065,Pfizer,0.7622
14066,Moderna,0.7622
14067,AstraZeneca,0.4019
14068,Sputnik V,0.1027
14069,Pfizer,-0.5795
14070,Pfizer,0.0
14071,AstraZeneca,0.6808
14072,AstraZeneca,0.8013
14073,Pfizer,0.7717
14074,Johnson & Johnson,-0.4767
14075,Pfizer,0.1531
14076,Moderna,0.1531
14077,AstraZeneca,0.34
14078,Moderna,0.0
14079,Pfizer,0.6916
14080,AstraZeneca,0.0
14081,AstraZeneca,-0.8796
14082,AstraZeneca,-0.9446
14083,Pfizer,-0.9446
14084,Moderna,-0.9446
14085,Johnson & Johnson,-0.9446
14086,AstraZeneca,-0.5955
14087,Moderna,-0.0772
14088,Pfizer,0.5267
14089,Biontech,0.631
14090,Pfizer,0.631
14091,AstraZeneca,-0.318
14092,Pfizer,-0.765
14093,AstraZeneca,0.3612
14094,Sputnik V,0.3612
14095,Biontech,0.4215
14096,Pfizer,0.4215
14097,AstraZeneca,0.6808
14098,Moderna,0.2235
14099,Pfizer,0.1531
14100,Sputnik V,0.5574
14101,Biontech,0.4939
14102,AstraZeneca,-0.296
14103,AstraZeneca,-0.8074
14104,Sputnik V,0.3182
14105,Biontech,0.7003
14106,Pfizer,0.7003
14107,AstraZeneca,0.8415
14108,AstraZeneca,0.25
14109,Moderna,0.1779
14110,Biontech,-0.4005
14111,Pfizer,-0.4005
14112,Pfizer,0.0
14113,AstraZeneca,-0.1695
14114,Pfizer,0.0
14115,Moderna,0.4767
14116,AstraZeneca,-0.4767
14117,Biontech,0.4404
14118,Pfizer,0.4404
14119,Pfizer,0.8805
14120,Moderna,0.8268
14121,Moderna,0.5574
14122,Biontech,-0.5267
14123,Pfizer,-0.5267
14124,AstraZeneca,0.743
14125,Pfizer,0.0772
14126,AstraZeneca,-0.4215
14127,Sputnik V,0.0
14128,AstraZeneca,-0.4019
14129,AstraZeneca,0.4767
14130,Sputnik V,0.0
14131,Biontech,0.7425
14132,Pfizer,0.7425
14133,Pfizer,0.5423
14134,Sputnik V,0.4118
14135,Biontech,-0.4023
14136,Pfizer,-0.4023
14137,Pfizer,0.0
14138,Pfizer,0.8832
14139,AstraZeneca,0.5574
14140,Biontech,-0.128
14141,Pfizer,-0.128
14142,Biontech,0.5719
14143,Pfizer,0.5719
14144,Biontech,0.4939
14145,Pfizer,0.4939
14146,Biontech,0.5859
14147,Pfizer,0.5859
14148,AstraZeneca,0.4215
14149,Biontech,0.2023
14150,Pfizer,0.2023
14151,Pfizer,-0.5859
14152,AstraZeneca,0.0
14153,Sputnik V,-0.6597
14154,AstraZeneca,0.5859
14155,Biontech,0.34
14156,Pfizer,0.34
14157,AstraZeneca,0.4767
14158,Moderna,0.0
14159,Pfizer,0.2732
14160,Pfizer,0.7378
14161,AstraZeneca,-0.7783
14162,AstraZeneca,0.0
14163,Johnson & Johnson,-0.4215
14164,Pfizer,-0.7096
14165,Pfizer,0.0
14166,AstraZeneca,0.4588
14167,Biontech,0.0
14168,Pfizer,0.0
14169,Pfizer,0.0
14170,Moderna,0.0
14171,Moderna,-0.3818
14172,AstraZeneca,0.0
14173,Pfizer,0.7964
14174,Moderna,0.7964
14175,Moderna,0.3818
14176,AstraZeneca,0.0
14177,AstraZeneca,0.9313
14178,Moderna,0.9313
14179,Pfizer,-0.2732
14180,Biontech,0.0
14181,Pfizer,0.0
14182,AstraZeneca,0.0
14183,Biontech,0.8834
14184,Pfizer,0.8834
14185,AstraZeneca,0.6494
14186,Pfizer,0.7269
14187,Moderna,-0.7469
14188,AstraZeneca,0.2732
14189,Pfizer,0.5267
14190,Pfizer,0.4019
14191,AstraZeneca,0.0
14192,Biontech,0.9022
14193,Biontech,0.4767
14194,Pfizer,0.4767
14195,Pfizer,0.9183
14196,Moderna,0.9183
14197,AstraZeneca,-0.4576
14198,AstraZeneca,-0.0547
14199,AstraZeneca,0.0
14200,AstraZeneca,0.7351
14201,AstraZeneca,-0.4215
14202,Pfizer,0.6486
14203,Moderna,0.296
14204,AstraZeneca,-0.9306
14205,Biontech,0.7096
14206,Pfizer,0.7096
14207,Moderna,0.7096
14208,Moderna,0.4767
14209,Pfizer,-0.34
14210,Moderna,-0.34
14211,Pfizer,0.5859
14212,Pfizer,-0.5023
14213,Pfizer,-0.949
14214,Moderna,-0.949
14215,Johnson & Johnson,0.0
14216,AstraZeneca,0.5859
14217,AstraZeneca,0.5267
14218,Pfizer,0.0516
14219,Pfizer,0.802
14220,AstraZeneca,0.2263
14221,Moderna,0.7351
14222,Johnson & Johnson,0.4019
14223,Pfizer,0.0572
14224,AstraZeneca,-0.7845
14225,Sputnik V,-0.7845
14226,Johnson & Johnson,-0.7845
14227,Pfizer,0.6031
14228,Pfizer,-0.3484
14229,Moderna,-0.3484
14230,Moderna,0.3612
14231,AstraZeneca,0.0
14232,Pfizer,-0.0772
14233,AstraZeneca,-0.0863999999999999
14234,Biontech,0.8807
14235,Pfizer,0.8807
14236,AstraZeneca,-0.4019
14237,Moderna,0.4767
14238,Moderna,0.6249
14239,AstraZeneca,-0.2263
14240,Moderna,0.0
14241,AstraZeneca,0.6908
14242,AstraZeneca,0.2023
14243,Pfizer,0.787
14244,AstraZeneca,-0.8957
14245,Pfizer,-0.8957
14246,AstraZeneca,0.2263
14247,AstraZeneca,0.4404
14248,AstraZeneca,0.1027
14249,AstraZeneca,-0.7269
14250,AstraZeneca,-0.5859
14251,Pfizer,0.0516
14252,AstraZeneca,-0.3637
14253,Pfizer,0.5106
14254,AstraZeneca,0.1027
14255,Biontech,-0.128
14256,Pfizer,-0.128
14257,Biontech,-0.34
14258,Pfizer,-0.34
14259,Biontech,0.0
14260,Pfizer,0.0
14261,Moderna,-0.6808
14262,Sputnik V,0.6917
14263,AstraZeneca,-0.8689
14264,Sputnik V,-0.3818
14265,Moderna,0.6531
14266,Biontech,-0.3612
14267,AstraZeneca,0.0
14268,Pfizer,0.2732
14269,Moderna,0.2732
14270,AstraZeneca,-0.8176
14271,AstraZeneca,0.5106
14272,Biontech,-0.5023
14273,Pfizer,-0.5023
14274,Moderna,-0.5023
14275,Pfizer,0.2477
14276,Biontech,0.0516
14277,Pfizer,0.0516
14278,Moderna,0.9371
14279,Sputnik V,-0.34
14280,AstraZeneca,-0.7783
14281,AstraZeneca,-0.9595
14282,AstraZeneca,-0.4404
14283,AstraZeneca,0.2263
14284,Pfizer,0.2263
14285,Moderna,0.2263
14286,Johnson & Johnson,0.2263
14287,AstraZeneca,-0.8177
14288,Biontech,-0.8177
14289,Pfizer,-0.8177
14290,Moderna,-0.4588
14291,Biontech,-0.6705
14292,Pfizer,-0.6705
14293,Pfizer,0.0
14294,Pfizer,0.0258
14295,Johnson & Johnson,-0.8957
14296,Pfizer,0.6486
14297,Moderna,0.6486
14298,AstraZeneca,0.5267
14299,AstraZeneca,0.8479
14300,Sputnik V,0.7351
14301,AstraZeneca,-0.5267
14302,AstraZeneca,0.6808
14303,Pfizer,0.6808
14304,AstraZeneca,0.0
14305,AstraZeneca,-0.2263
14306,Biontech,0.0
14307,Pfizer,0.0
14308,Moderna,0.0
14309,AstraZeneca,0.0
14310,AstraZeneca,-0.6597
14311,Pfizer,-0.2732
14312,Moderna,0.6249
14313,Pfizer,0.5994
14314,Pfizer,0.128
14315,Pfizer,0.4404
14316,AstraZeneca,0.0688
14317,Pfizer,0.0772
14318,AstraZeneca,-0.6705
14319,Pfizer,-0.4215
14320,Pfizer,0.0
14321,Pfizer,0.855
14322,Johnson & Johnson,0.4215
14323,Biontech,0.0
14324,Pfizer,0.0
14325,AstraZeneca,0.0772
14326,Pfizer,0.4767
14327,AstraZeneca,0.1027
14328,Biontech,0.765
14329,Pfizer,0.765
14330,AstraZeneca,-0.1779
14331,AstraZeneca,0.0
14332,AstraZeneca,-0.5574
14333,Moderna,-0.5719
14334,Biontech,0.5945
14335,Pfizer,0.5945
14336,Biontech,0.6705
14337,Pfizer,0.6705
14338,AstraZeneca,0.0516
14339,Pfizer,0.0516
14340,Biontech,0.2732
14341,Pfizer,0.2732
14342,Biontech,0.0
14343,Pfizer,0.0
14344,Biontech,0.4767
14345,Pfizer,0.4767
14346,Moderna,0.4767
14347,Johnson & Johnson,-0.7184
14348,Moderna,0.0
14349,AstraZeneca,0.4215
14350,Pfizer,-0.5719
14351,Biontech,0.6249
14352,Pfizer,0.6249
14353,Moderna,0.4215
14354,Pfizer,0.2748
14355,Biontech,-0.8748
14356,Pfizer,-0.8748
14357,Moderna,-0.8748
14358,AstraZeneca,-0.4871
14359,Pfizer,0.8074
14360,Biontech,0.5574
14361,Pfizer,0.5574
14362,AstraZeneca,-0.3818
14363,Moderna,0.0
14364,AstraZeneca,0.4019
14365,AstraZeneca,0.7184
14366,Pfizer,0.0
14367,AstraZeneca,0.7351
14368,AstraZeneca,-0.6705
14369,Biontech,0.0
14370,Pfizer,0.0
14371,Biontech,0.5267
14372,Pfizer,0.5267
14373,Pfizer,0.3804
14374,Johnson & Johnson,0.0
14375,Moderna,0.0
14376,AstraZeneca,0.2023
14377,Pfizer,0.2263
14378,AstraZeneca,0.34
14379,Pfizer,0.4215
14380,AstraZeneca,0.2732
14381,AstraZeneca,0.2467
14382,Pfizer,0.7579
14383,Moderna,-0.34
14384,Biontech,0.8591
14385,Pfizer,0.8591
14386,Pfizer,0.5813
14387,AstraZeneca,0.0
14388,Pfizer,0.128
14389,AstraZeneca,0.0
14390,Sputnik V,-0.7845
14391,Biontech,-0.6573
14392,Pfizer,-0.6573
14393,AstraZeneca,-0.6124
14394,Pfizer,-0.6124
14395,Moderna,-0.6124
14396,Pfizer,-0.0258
14397,Moderna,0.91
14398,Pfizer,0.0772
14399,Pfizer,0.4234
14400,AstraZeneca,-0.5994
14401,Pfizer,0.4515
14402,AstraZeneca,-0.8443
14403,Biontech,0.5574
14404,Pfizer,0.5574
14405,Moderna,0.5574
14406,AstraZeneca,0.3818
14407,Biontech,0.4939
14408,Pfizer,0.4939
14409,Johnson & Johnson,0.1027
14410,AstraZeneca,-0.8176
14411,Biontech,0.7717
14412,Pfizer,0.7717
14413,AstraZeneca,0.0
14414,Pfizer,0.0
14415,Moderna,0.1458
14416,AstraZeneca,-0.3182
14417,AstraZeneca,0.0516
14418,Moderna,0.8519
14419,AstraZeneca,0.0
14420,Pfizer,-0.0387
14421,Pfizer,0.0
14422,AstraZeneca,0.4203
14423,AstraZeneca,-0.25
14424,Moderna,0.5994
14425,AstraZeneca,0.5994
14426,Biontech,0.0
14427,Pfizer,0.0
14428,Pfizer,0.4767
14429,Johnson & Johnson,0.5267
14430,Moderna,0.4404
14431,Pfizer,-0.0516
14432,Pfizer,0.0
14433,AstraZeneca,-0.1027
14434,Moderna,0.5719
14435,Pfizer,0.34
14436,AstraZeneca,0.0
14437,Moderna,0.0
14438,Pfizer,0.7964
14439,Sputnik V,0.8591
14440,AstraZeneca,-0.4215
14441,AstraZeneca,-0.4019
14442,Pfizer,0.6808
14443,Biontech,0.8591
14444,Pfizer,0.8591
14445,Pfizer,0.714
14446,Johnson & Johnson,0.0
14447,Johnson & Johnson,0.4767
14448,AstraZeneca,-0.296
14449,AstraZeneca,0.7351
14450,AstraZeneca,-0.0772
14451,Biontech,0.4767
14452,AstraZeneca,0.0
14453,Pfizer,0.7506
14454,AstraZeneca,-0.4019
14455,AstraZeneca,0.6369
14456,Biontech,0.5423
14457,Pfizer,0.5423
14458,Biontech,-0.8192
14459,Pfizer,0.0
14460,Johnson & Johnson,-0.0258
14461,Moderna,0.8225
14462,AstraZeneca,0.4404
14463,AstraZeneca,-0.6597
14464,Moderna,0.0772
14465,Pfizer,0.5106
14466,Moderna,-0.6739
14467,AstraZeneca,0.5719
14468,AstraZeneca,0.4019
14469,Sputnik V,0.4019
14470,Sputnik V,0.2047
14471,AstraZeneca,0.6249
14472,Sputnik V,-0.6249
14473,AstraZeneca,-0.873
14474,AstraZeneca,0.34
14475,Pfizer,0.7269
14476,Moderna,0.7269
14477,AstraZeneca,-0.4215
14478,AstraZeneca,0.25
14479,AstraZeneca,0.296
14480,AstraZeneca,0.1779
14481,Pfizer,0.4432
14482,Pfizer,0.5267
14483,AstraZeneca,-0.6597
14484,Sputnik V,0.0
14485,Pfizer,-0.4019
14486,Moderna,0.0
14487,AstraZeneca,0.4404
14488,AstraZeneca,0.9455
14489,Pfizer,0.891
14490,Pfizer,0.6786
14491,AstraZeneca,0.9574
14492,Pfizer,0.802
14493,Biontech,0.4215
14494,Pfizer,0.4215
14495,AstraZeneca,0.6705
14496,AstraZeneca,-0.0258
14497,Moderna,0.765
14498,Pfizer,0.2732
14499,AstraZeneca,0.0
14500,Pfizer,-0.5619
14501,Biontech,0.7351
14502,Pfizer,0.7351
14503,Biontech,0.4939
14504,Pfizer,0.4939
14505,Pfizer,0.6597
14506,Pfizer,0.0258
14507,Moderna,0.6908
14508,Pfizer,0.0
14509,Moderna,0.0
14510,Pfizer,-0.25
14511,Pfizer,0.0258
14512,Moderna,0.0258
14513,AstraZeneca,0.4215
14514,AstraZeneca,-0.7717
14515,AstraZeneca,0.0772
14516,AstraZeneca,-0.4019
14517,Biontech,0.128
14518,Pfizer,0.128
14519,Biontech,0.6124
14520,Pfizer,0.6124
14521,Biontech,-0.2732
14522,Pfizer,-0.2732
14523,Pfizer,-0.3262
14524,Moderna,-0.3262
14525,Moderna,0.8807
14526,AstraZeneca,-0.7506
14527,Pfizer,-0.7506
14528,AstraZeneca,0.7713
14529,AstraZeneca,-0.8555
14530,Pfizer,0.34
14531,AstraZeneca,0.0433
14532,Pfizer,0.6705
14533,AstraZeneca,0.0
14534,Biontech,0.4215
14535,Pfizer,0.4215
14536,AstraZeneca,0.8225
14537,AstraZeneca,0.4767
14538,AstraZeneca,0.128
14539,Pfizer,0.7906000000000001
14540,AstraZeneca,0.7269
14541,Pfizer,-0.4449
14542,Moderna,-0.4449
14543,Moderna,0.4588
14544,AstraZeneca,-0.5197
14545,Pfizer,-0.7506
14546,Biontech,-0.9062
14547,Pfizer,-0.9062
14548,Sputnik V,-0.3818
14549,AstraZeneca,-0.7789
14550,Moderna,0.0
14551,Pfizer,-0.128
14552,AstraZeneca,-0.4871
14553,Johnson & Johnson,0.3182
14554,AstraZeneca,-0.3734
14555,AstraZeneca,0.0
14556,Johnson & Johnson,0.2144
14557,AstraZeneca,-0.9836
14558,Pfizer,-0.9836
14559,AstraZeneca,0.6124
14560,Moderna,-0.4728
14561,AstraZeneca,-0.7717
14562,AstraZeneca,0.5719
14563,Biontech,0.7906
14564,Pfizer,0.7906
14565,AstraZeneca,0.25
14566,Johnson & Johnson,-0.6597
14567,AstraZeneca,0.0772
14568,Biontech,0.0772
14569,Pfizer,0.0772
14570,Johnson & Johnson,0.0
14571,Moderna,0.7717
14572,AstraZeneca,0.5574
14573,AstraZeneca,0.4019
14574,Pfizer,0.3412
14575,Biontech,0.7096
14576,Pfizer,0.7096
14577,Biontech,0.7351
14578,AstraZeneca,0.0
14579,Pfizer,0.8834
14580,Pfizer,0.0
14581,Johnson & Johnson,0.0
14582,AstraZeneca,0.0
14583,Pfizer,0.1779
14584,Pfizer,-0.8481
14585,AstraZeneca,0.0382
14586,Pfizer,-0.2161
14587,Moderna,-0.2161
14588,AstraZeneca,0.6553
14589,Pfizer,-0.7155
14590,Johnson & Johnson,0.6808
14591,Pfizer,0.0
14592,Sputnik V,-0.7351
14593,AstraZeneca,0.8225
14594,Pfizer,0.2516
14595,Moderna,0.2516
14596,Moderna,0.3597
14597,Sputnik V,0.7048
14598,Pfizer,0.6908
14599,AstraZeneca,-0.7346
14600,AstraZeneca,-0.6486
14601,Pfizer,0.9237
14602,Biontech,0.0
14603,Pfizer,0.0
14604,Sputnik V,-0.882
14605,Pfizer,0.3415
14606,Moderna,0.3415
14607,Pfizer,-0.3818
14608,Moderna,-0.3818
14609,Pfizer,-0.4019
14610,AstraZeneca,-0.4588
14611,AstraZeneca,0.0
14612,Biontech,0.0
14613,Pfizer,0.0
14614,Pfizer,0.6597
14615,Biontech,0.5106
14616,Pfizer,0.5106
14617,AstraZeneca,-0.4215
14618,Johnson & Johnson,-0.4215
14619,AstraZeneca,-0.5859
14620,Pfizer,-0.5574
14621,Biontech,-0.2263
14622,Pfizer,-0.2263
14623,AstraZeneca,0.4404
14624,Moderna,0.4404
14625,Pfizer,0.0
14626,AstraZeneca,-0.886
14627,Pfizer,-0.3716
14628,Pfizer,0.7783
14629,AstraZeneca,0.4215
14630,AstraZeneca,-0.2732
14631,AstraZeneca,0.891
14632,Biontech,0.4215
14633,Pfizer,0.4215
14634,Moderna,0.4215
14635,AstraZeneca,0.4576
14636,Johnson & Johnson,0.4576
14637,AstraZeneca,0.1779
14638,Pfizer,0.2006
14639,AstraZeneca,0.0
14640,Moderna,-0.4939
14641,Biontech,0.0
14642,Pfizer,0.0
14643,Johnson & Johnson,0.0
14644,AstraZeneca,-0.5106
14645,Johnson & Johnson,0.0
14646,Pfizer,0.3182
14647,AstraZeneca,0.0
14648,AstraZeneca,0.5405
14649,Johnson & Johnson,0.4019
14650,AstraZeneca,-0.2617
14651,AstraZeneca,0.1027
14652,AstraZeneca,0.6705
14653,Biontech,0.7574
14654,Pfizer,0.7574
14655,Pfizer,0.4939
14656,Moderna,0.4939
14657,Sputnik V,-0.7627
14658,AstraZeneca,-0.4019
14659,AstraZeneca,0.4019
14660,Pfizer,0.7096
14661,AstraZeneca,-0.1531
14662,Moderna,0.4522
14663,AstraZeneca,0.2732
14664,Moderna,0.4767
14665,Biontech,-0.8481
14666,Pfizer,-0.34
14667,Moderna,-0.1719
14668,Biontech,-0.1531
14669,Pfizer,-0.1531
14670,AstraZeneca,0.0
14671,AstraZeneca,0.0772
14672,Johnson & Johnson,-0.5423
14673,Pfizer,0.0
14674,AstraZeneca,-0.3291
14675,Moderna,0.7906
14676,AstraZeneca,-0.7906
14677,Biontech,0.0258
14678,Pfizer,0.0258
14679,Pfizer,0.7351
14680,Moderna,0.7351
14681,Pfizer,-0.7717
14682,Johnson & Johnson,0.3182
14683,Biontech,0.8834
14684,Pfizer,0.8834
14685,Pfizer,0.0
14686,AstraZeneca,0.0
14687,Biontech,-0.3612
14688,Pfizer,-0.3612
14689,Biontech,0.8271
14690,Pfizer,0.8271
14691,AstraZeneca,0.5574
14692,AstraZeneca,0.4019
14693,AstraZeneca,0.0
14694,Pfizer,-0.2023
14695,Biontech,-0.5719
14696,Pfizer,-0.5719
14697,AstraZeneca,0.4939
14698,AstraZeneca,0.0
14699,Pfizer,0.0
14700,AstraZeneca,-0.6597
14701,AstraZeneca,0.7351
14702,AstraZeneca,-0.2755
14703,Moderna,-0.4939
14704,Biontech,0.9917
14705,Pfizer,0.9917
14706,Biontech,0.0
14707,Pfizer,0.0
14708,AstraZeneca,0.0
14709,Moderna,0.4404
14710,Moderna,-0.3182
14711,Pfizer,0.0
14712,Sputnik V,0.0
