,entity,label,occurrences
810,Project,ORG,3
811,Joe Biden's,PERSON,3
812,Oxford University-AstraZeneca,ORG,3
813,7 weeks,DATE,3
814,Budget,ORG,3
815,Sri Lanka,GPE,3
816,tens of thousands,CARDINAL,3
817,AFR,ORG,3
818,Poland,GPE,3
819,South-East Asia,LOC,3
820,VIC,ORG,3
821,the Gold Coast,LOC,3
822,Jr,PERSON,3
823,Melbourne’s,ORG,3
824,Robert F Kennedy,PERSON,3
825,late January,DATE,3
826,many months,DATE,3
827,Buckingham Palace,FAC,3
828,Peter Doherty,PERSON,3
829,Amazon,ORG,3
830,Turkish,NORP,3
831,99,CARDINAL,3
832,South Korea,GPE,3
833,Julia Gillard,ORG,3
834,Greens,NORP,3
835,Mike Ryan,PERSON,2
836,Sia Soliola,PERSON,2
837,the Morrison Government,ORG,2
838,Ursula von,PERSON,2
839,Leyen,GPE,2
840,The Australian Financial Review,ORG,2
841,almost 90 per cent,MONEY,2
842,$800 million,MONEY,2
843,ABC News Imagine,ORG,2
844,a single day,DATE,2
845,6 million,CARDINAL,2
846,the age of 18,DATE,2
847,Allen Cheng,PERSON,2
848,Muslims,NORP,2
849,1a,CARDINAL,2
850,Monday night,TIME,2
851,Andrew Cuomo,PERSON,2
852,Twitter,PERSON,2
853,Gold Coast Titans,LOC,2
854,May 28,DATE,2
855,91,CARDINAL,2
856,December 14,DATE,2
857,Palaszczuk,PERSON,2
858,Tanya Plibersek,PERSON,2
859,Webjet,PERSON,2
860,Hungarian,NORP,2
861,Hopes,PERSON,2
862,Flu Vaccine,PERSON,2
863,12 days,DATE,2
864,Robert Redfield,PERSON,2
865,10 per cent,MONEY,2
866,five days,DATE,2
867,29,CARDINAL,2
868,Norwegian,NORP,2
869,South West,LOC,2
870,almost $13 billion,MONEY,2
871,Ian McKellen,PERSON,2
872,Pfizer COVID-19,PERSON,2
873,Mary-Louise McLaws,PERSON,2
874,December 27,DATE,2
875,earlier this month,DATE,2
876,six years,DATE,2
877,the Asia-Pacific,LOC,2
878,Westpac,ORG,2
879,20pc,DATE,2
880,$1.8 billion,MONEY,2
881,907,CARDINAL,2
882,Janet Yellen,PERSON,2
883,"November 16, 2020",DATE,2
884,Adelaide,LOC,2
885,Wade Graham,PERSON,2
886,Lebanon,GPE,2
887,DHL,ORG,2
888,Senegal,GPE,2
889,seven days,DATE,2
890,Lockdowns,PERSON,2
891,the Health Department,ORG,2
892,the Federal Government’s,ORG,2
893,three billion,MONEY,2
894,Victoria’s,GPE,2
895,Tom Lembong,PERSON,2
896,UNSW,ORG,2
897,"more than 2,000",CARDINAL,2
898,anti-COVID,NORP,2
899,30 per cent,MONEY,2
900,Valneva,PERSON,2
901,The Therapeutic Goods Administration's,ORG,2
902,EMA,ORG,2
903,Michael Rowland,PERSON,2
904,another year,DATE,2
905,Queensland Health,ORG,2
906,Sinovac,NORP,2
907,Western Sydney,LOC,2
908,University of Oxford,ORG,2
909,"25,000",CARDINAL,2
910,the past few days,DATE,2
911,Philip,PERSON,2
912,Novavax COVID-19,PRODUCT,2
913,At least four,CARDINAL,2
914,410,CARDINAL,2
915,Western Australia’s,ORG,2
916,More than two million,CARDINAL,2
917,Travel Pass,WORK_OF_ART,2
918,Texas,GPE,2
919,$US4 billion,MONEY,2
920,Half,CARDINAL,2
921,the middle of the year,DATE,2
922,"3,000",CARDINAL,2
923,41,CARDINAL,2
924,month,DATE,2
925,last night,TIME,2
926,100 percent,PERCENT,2
927,Trump Administration,ORG,2
928,the early days,DATE,2
929,Paul Griffin,PERSON,2
930,Health Ministry,ORG,2
931,Gates Foundation,ORG,2
932,ABC News Pfizer,ORG,2
933,Byron Bay,PERSON,2
934,each day,DATE,2
935,400 million,CARDINAL,2
936,second day,DATE,2
937,912,CARDINAL,2
938,James Marape,PERSON,2
939,Michelle Heaton,PERSON,2
940,The International Olympic Committee,ORG,2
941,Antarctic,ORG,2
942,February 15,DATE,2
943,Filipino,NORP,2
944,Front,ORG,2
945,John Day,PERSON,2
946,Indonesians,NORP,2
947,TB,ORG,2
948,Peter V’landys,PERSON,2
949,more than a decade,DATE,2
950,94.1 per cent,MONEY,2
951,72 hours,TIME,2
952,Andrew Pollard,PERSON,2
953,seven-year-old,DATE,2
954,Parliament House,ORG,2
955,early August,DATE,2
956,University of Sydney,ORG,2
957,Lee Hsien Loong,PERSON,2
958,0.7%,PERCENT,2
959,Rachel Clun,PERSON,2
960,Terry Nolan,PERSON,2
961,11 years,DATE,2
962,North Korean,NORP,2
963,Belgium,GPE,2
964,15 to 19,DATE,2
965,14,CARDINAL,2
966,less than two weeks,DATE,2
967,Sarah Gilbert,PERSON,2
968,Opposition,ORG,2
969,89,CARDINAL,2
970,New Year,EVENT,2
971,Jeannette Young,PERSON,2
972,Townsville,GPE,2
973,Covid,NORP,2
974,Dan Tehan,PERSON,2
975,Royal Children's Hospital,ORG,2
976,"more than 10,000",CARDINAL,2
977,"March 31, 2021",DATE,2
978,$80 million,MONEY,2
