,entity,label,occurrences
539,Jessica L,PRODUCT,1
540,FRANCE 24 ',ORG,1
541,Ursula von der Leyen,ORG,1
542,May 4,DATE,1
543,€7.5 bil,MONEY,1
544,"Wednesday, April 22",DATE,1
545,Earth Day's,EVENT,1
546,50th,ORDINAL,1
547,tomorrow,DATE,1
548,the Food and Drug Administration,ORG,1
549,4 million,CARDINAL,1
550,an additional four million,CARDINAL,1
551,Africa Follow,LOC,1
552,Michael Hewson,PERSON,1
553,CM,ORG,1
554,Britney Spears,ORG,1
555,#FreeBritney,MONEY,1
556,"Friday, July 17",DATE,1
557,Hundreds,CARDINAL,1
558,Almost 500,CARDINAL,1
559,Peruvian,NORP,1
560,"80,000",CARDINAL,1
561,mid-February,DATE,1
562,autumn,DATE,1
563,some 2 million,CARDINAL,1
564,between April and June next year,DATE,1
565,the Élysée Palace,FAC,1
566,Early 2021,DATE,1
567,the United Nations,ORG,1
568,"600,000",CARDINAL,1
569,Iranian,NORP,1
570,Hassan Rouhani,PERSON,1
571,’ European Council,ORG,1
572,Faster,GPE,1
573,"Some 400,000",CARDINAL,1
574,ten,CARDINAL,1
575,76 percent,PERCENT,1
576,the end of 2022,DATE,1
577,Biden - France,ORG,1
578,50,DATE,1
579,Olivier Véran,PERSON,1
580,"nearly 2,000",CARDINAL,1
581,J&J’s,ORG,1
582,the World Health Organisation,ORG,1
583,Madagascar,GPE,1
584,"around 1,000",CARDINAL,1
585,last September,DATE,1
586,French,LANGUAGE,1
587,Pfizer’s,ORG,1
588,15.02.2021,CARDINAL,1
589,more than 1.7 million,CARDINAL,1
590,The International Airline Transport Association,ORG,1
591,290,CARDINAL,1
592,World Bank,ORG,1
593,24 World Bank,ORG,1
594,Covid vaccine - Business,PERSON,1
595,European Council,ORG,1
596,"Tuesday, November 10, 2020: Papers",DATE,1
597,Donald Trump ,PERSON,1
598,Republican,NORP,1
599,Mediterranean,LOC,1
600,Marseille,GPE,1
601,Von der Leyen,ORG,1
602,the end of next month,DATE,1
603,EU Commission,ORG,1
604,Poorer,GPE,1
605,€7.4 billion,MONEY,1
606,$8.1 billion,MONEY,1
607,the Suez Canal,LOC,1
608,more than 150,CARDINAL,1
609,Stewart Cole,PERSON,1
610,the Pasteur Institute,ORG,1
611,Politicans,NORP,1
612,Supreme Court,ORG,1
613,South American,NORP,1
614,"More than 1,000",CARDINAL,1
615,late Friday,DATE,1
616,Moderna Inc's,ORG,1
617,EUA,ORG,1
618,45-60,DATE,1
619,Africa The World Health Organization,WORK_OF_ART,1
620,Sputnik - France,ORG,1
621,Talking Europe,LOC,1
622,Merkel,PERSON,1
623,The year 2020,DATE,1
624,Margaret Keenan,PERSON,1
625,90-year-old,DATE,1
626,Stade,NORP,1
627,Europe Johnson & Johnson,ORG,1
628,April 19,DATE,1
629,Astrazeneca,WORK_OF_ART,1
630,Trojan,GPE,1
631,18.03.2021,CARDINAL,1
632,Shanghai Fosun Pharmaceutical,ORG,1
633,today,DATE,1
634,5.8 percent,PERCENT,1
635,the pandemicâ€¦,LOC,1
636,the World Bank,ORG,1
637,less than two months,DATE,1
638,More than four,CARDINAL,1
639,10,CARDINAL,1
640,Andrés Manuel López,PERSON,1
641,Obrador,PERSON,1
642,Austria,GPE,1
643,U.K.,GPE,1
644,two days,DATE,1
645,The Pasteur Institute's,ORG,1
646,24 Netanyahu,PERSON,1
647,half,CARDINAL,1
648,"Tuesday, February 9, 2021:",DATE,1
649,Donald Trump's,PERSON,1
650,the US Senate,ORG,1
651,Biden,ORG,1
652,first 100 days,DATE,1
653,only two,CARDINAL,1
654,Rome,GPE,1
655,the end of summer,DATE,1
656,Sarkozy,PERSON,1
657,Meghan Markle,PERSON,1
658,Anthony Fauci - The,PERSON,1
659,$9 trillion,MONEY,1
660,the International Chamber of Commerce,ORG,1
661,Covi,ORG,1
662,nearly 95%,PERCENT,1
663,almost 95 percent,PERCENT,1
664,Agnès Pannier-Runacher,PERSON,1
665,Sanofi,WORK_OF_ART,1
666,Sanofi,ORG,1
667,July 27,DATE,1
668,Vatican,GPE,1
669,Pope Francis,PERSON,1
670,Vatican,FAC,1
671,last month’s,DATE,1
672,Buckingham Palace,FAC,1
673,75,CARDINAL,1
674,75,DATE,1
675,Students,ORG,1
676,MetooIncest,ORG,1
677,earlier this week,DATE,1
678,DTP,ORG,1
679,5%,PERCENT,1
680,2032,DATE,1
681,22.01.2021,DATE,1
682,South Africa's,GPE,1
683,Cyril Ramaphosa ,PERSON,1
684,only 2.4%,PERCENT,1
685,193,CARDINAL,1
686,General Assembly,ORG,1
687,the age of 70,DATE,1
688,Hamas,ORG,1
689,Gaza Hamas,PERSON,1
690,"some 2,000",CARDINAL,1
691,David Hockney,PERSON,1
692,Normandy,GPE,1
693,Union Day,EVENT,1
694,hundreds of thousands,CARDINAL,1
695,a month,DATE,1
696,three or four weeks,DATE,1
697,24 Australian PM,TIME,1
698,Moldova,ORG,1
699,pro-EU,GPE,1
700,Moldova,GPE,1
701,"24, three months",DATE,1
702,pro-Russian,NORP,1
703,Yemeni,NORP,1
704,the New Year,EVENT,1
705,the White House,ORG,1
706,UAE,GPE,1
707,Mahmud Abbas,PERSON,1
708,Zambia,GPE,1
709,Africa Zambia,GPE,1
710,PM - France,ORG,1
711,Friend,ORG,1
712,Health Minist,ORG,1
713,Merck,ORG,1
714,Democrat,NORP,1
715,Bloomberg,GPE,1
716,Washington,GPE,1
717,$1 billion,MONEY,1
718,$2.5 billion,MONEY,1
719,November 13th 2015,DATE,1
720,130,CARDINAL,1
721,This Friday 13th,DATE,1
722,12 months,DATE,1
723,under 65,DATE,1
724,the end of August,DATE,1
725,The European Union's,ORG,1
726,the age of 18,DATE,1
727,the US Federal Reserve,ORG,1
728,Ghana - Eye on Africa,ORG,1
729,Ghana,PERSON,1
730,Covid 19,LAW,1
731,the World Health Organisation’s,ORG,1
732,US Food and Drug Administration,ORG,1
733,The U.S. Food and Drug Administration,ORG,1
734,Pfizer Inc’s,ORG,1
735,the United St,GPE,1
736,70,CARDINAL,1
737,"Monday, March 22, 2021: Papers",DATE,1
738,Covid vaccines - France,PERSON,1
739,Covid-negative,PERSON,1
740,as much as 300,MONEY,1
741,The past week,DATE,1
742,Oxford AstraZeneca,ORG,1
743,"23,000",CARDINAL,1
744,78-year-old,DATE,1
745,Francis ,PERSON,1
746,Black Americans,NORP,1
747,just 13 percent,PERCENT,1
748,"nearly 90,000",CARDINAL,1
749,the first half,DATE,1
750,Mbandaka,GPE,1
751,1.2 million,CARDINAL,1
752,Bolsonaro,ORG,1
753,28.01.2021,CARDINAL,1
754,Vendée Globe,ORG,1
755,Bernie Sanders',ORG,1
756,July 4,DATE,1
757,One year,DATE,1
758,night,TIME,1
759,Telegraph,PERSON,1
760,afternoon,TIME,1
761,C. Back,PERSON,1
762,the 1960s,DATE,1
763,deliver 100 million,CARDINAL,1
764,West Africa - Eye,GPE,1
765,one-third,CARDINAL,1
766,1.3 billion,CARDINAL,1
767,Israel Prison Service,ORG,1
768,24 Israel Prison Service,PERCENT,1
769,the Norwegian Institute of Public Health,ORG,1
770,20 years,DATE,1
771,More than 50,CARDINAL,1
772,two decades,DATE,1
773,At least 15,CARDINAL,1
774,Pakistani,NORP,1
775,Quetta,GPE,1
776,East Coast,LOC,1
777,the United States',GPE,1
778,New York City,GPE,1
779,a third,CARDINAL,1
780,a day earlier,DATE,1
781,Johnson & Johnson’s Janssen,ORG,1
782,up to,CARDINAL,1
783,16 million,CARDINAL,1
784,Jacinda Ardern,PERSON,1
785,Phase III,ORG,1
786,Argentinians,NORP,1
787,Jewish,NORP,1
788,THE PRESS – ,WORK_OF_ART,1
789,"Monday, January 4, 2021:",DATE,1
790,the Washington Post,ORG,1
791,Georgia,GPE,1
792,"11,780",CARDINAL,1
793,Facebook and Twitter,WORK_OF_ART,1
794,West Africa,GPE,1
795,Chlamydia,ORG,1
796,Petrobras,PERSON,1
797,Joe Biden's,PERSON,1
798,Riyadh,GPE,1
799,MBS,ORG,1
800,2018,DATE,1
801,Johnson ,PERSON,1
802,two months,DATE,1
803,the end of May.,DATE,1
804,Americ,ORG,1
805,Two,CARDINAL,1
806,the United Kingdom and South,GPE,1
807,Anthony Fauci ,PERSON,1
808,State,ORG,1
809,Depart,PERSON,1
810,Paolo Gentilon,PERSON,1
811,week,DATE,1
812,Camer,GPE,1
813,The Democratic Republic of Congo,GPE,1
814,at least 14,CARDINAL,1
815,Viktor Orban,PERSON,1
816,6pm curfew,TIME,1
817,6pm Saturday,TIME,1
818,Storm Filomena,PERSON,1
819,Panda,ORG,1
820,Olivier Veran,PERSON,1
821,Breakfast,GPE,1
822,Fukushima,PERSON,1
823,March 1 - France 24,DATE,1
824,Covid vaccines -,PERSON,1
825,Nearly two weeks,DATE,1
826,Islamo,GPE,1
827,Perseverance Rover,FAC,1
828,Jezero,PERSON,1
829,2,CARDINAL,1
830,messenger-RNA ,PERSON,1
831,the 19th century,DATE,1
832,Feb 4 - France,DATE,1
833,Feb 4,DATE,1
834,Pedro Sanchez,PERSON,1
835,90 million,CARDINAL,1
836,more than two million,CARDINAL,1
837,’ Zika,WORK_OF_ART,1
838,Zika,PERSON,1
839,Lockdowns,PERSON,1
840,before end of year,DATE,1
841,"more than 3,000",CARDINAL,1
842,95 percent,PERCENT,1
843,Cyril Ramaphosa,PERSON,1
844,The Debate Countries,ORG,1
845,the European Union ,ORG,1
846,Seventy-eight-year-old,CARDINAL,1
847,Mauricette M.,PERSON,1
848,"December 27, 2020",DATE,1
849,mid-January,DATE,1
850,Mauricette,PERSON,1
851,last year's,DATE,1
852,Johnson & Johnson’s,ORG,1
853,a holiday this year,DATE,1
854,Digital G,ORG,1
855,Nadhim Zahawi,PERSON,1
856,the end of July,DATE,1
857,Communist,NORP,1
858,US Congress - France,ORG,1
859,The Organisation for Economic Co-operation and,ORG,1
860,140,CARDINAL,1
861,Vaccine Deployment Min,ORG,1
862,Tokyo Games,EVENT,1
863,the Tokyo 2020 Olympics,EVENT,1
864,this summer,DATE,1
865,a year,DATE,1
866,PM - France 24 Others,ORG,1
867,Moderna Inc’s,ORG,1
868,AstraZeneca COVID-19,PRODUCT,1
869,over 50 percent,PERCENT,1
870,the Chinese Center for Disease Control and Prevention,ORG,1
871,Mike Pence,PERSON,1
872,Roughly half,CARDINAL,1
873,a decade,DATE,1
874,Queen Elizabeth,PERSON,1
875,TeamHalo,ORG,1
876,"30,000",CARDINAL,1
877,Northern Ireland,GPE,1
878,Irish,NORP,1
879,Sinovac,ORG,1
880,Sharia,LAW,1
881,Calais,PERSON,1
882,El Salvador - Correspondence,GPE,1
883,Anthony Fauci,PERSON,1
884,"Tuesday, July 21",DATE,1
885,Uighur,PERSON,1
886,the year,DATE,1
887,the day,DATE,1
888,the spring,DATE,1
889,Fran,GPE,1
890,05.03.2021,CARDINAL,1
891,years,DATE,1
892,Ousmane Sonko,PERSON,1
893,Islamist,NORP,1
894,The Palestinian Authority,ORG,1
895,West Bank,GPE,1
896,Pierre-Marie Girard,PERSON,1
897,month-long,DATE,1
898,A third,CARDINAL,1
899,The US Centers for Disease Control and Prevention,ORG,1
900,late October,DATE,1
